#Distance_(Ang) Int[:339@O2A]
       0.050000      0.000000
       0.150000      0.000000
       0.250000      0.000000
       0.350000      0.000000
       0.450000      0.000000
       0.550000      0.000000
       0.650000      0.000000
       0.750000      0.000000
       0.850000      0.000000
       0.950000      0.000000
       1.050000      0.000000
       1.150000      0.000000
       1.250000      0.000000
       1.350000      0.000000
       1.450000      0.000000
       1.550000      0.000000
       1.650000      0.000000
       1.750000      0.000000
       1.850000      0.000000
       1.950000      0.000000
       2.050000      0.000000
       2.150000      0.000000
       2.250000      0.000000
       2.350000      0.000000
       2.450000      0.006118
       2.550000      0.148549
       2.650000      0.615216
       2.750000      1.206118
       2.850000      1.682196
       2.950000      2.018196
       3.050000      2.260235
       3.150000      2.458667
       3.250000      2.650039
       3.350000      2.834510
       3.450000      3.031216
       3.550000      3.247059
       3.650000      3.473255
       3.750000      3.719686
       3.850000      4.005961
       3.950000      4.325961
       4.050000      4.650824
       4.150000      5.016941
       4.250000      5.417255
       4.350000      5.842824
       4.450000      6.297098
       4.550000      6.807059
       4.650000      7.338510
       4.750000      7.906196
       4.850000      8.510902
       4.950000      9.124549
       5.050000      9.733176
       5.150000     10.322824
       5.250000     10.888471
       5.350000     11.442824
       5.450000     12.001882
       5.550000     12.573961
       5.650000     13.145569
       5.750000     13.737725
       5.850000     14.373647
       5.950000     15.003451
       6.050000     15.658353
       6.150000     16.326902
       6.250000     17.037333
       6.350000     17.768471
       6.450000     18.515294
       6.550000     19.296471
       6.650000     20.097412
       6.750000     20.929098
       6.850000     21.813804
       6.950000     22.696784
       7.050000     23.605490
       7.150000     24.506510
       7.250000     25.449725
       7.350000     26.414118
       7.450000     27.382431
       7.550000     28.374902
       7.650000     29.437804
       7.750000     30.489725
       7.850000     31.575843
       7.950000     32.693647
       8.050000     33.840471
       8.150000     34.997333
       8.250000     36.178196
       8.350000     37.432627
       8.450000     38.725176
       8.550000     40.051765
       8.650000     41.393412
       8.750000     42.753882
       8.850000     44.200627
       8.950000     45.674039
       9.050000     47.189333
       9.150000     48.748549
       9.250000     50.331451
       9.350000     51.983686
       9.450000     53.712941
       9.550000     55.453647
       9.650000     57.195608
       9.750000     59.042196
       9.850000     60.914980
       9.950000     62.856314
      10.050000     64.813804
      10.150000     66.800314
      10.250000     68.835294
      10.350000     70.924863
      10.450000     73.049412
      10.550000     75.206902
      10.650000     77.435765
      10.750000     79.681255
      10.850000     82.020078
      10.950000     84.389804
      11.050000     86.819608
      11.150000     89.275765
      11.250000     91.841412
      11.350000     94.433412
      11.450000     97.072314
      11.550000     99.740863
      11.650000    102.491294
      11.750000    105.292863
      11.850000    108.141333
      11.950000    111.081569
      12.050000    114.074667
      12.150000    117.146039
      12.250000    120.289569
      12.350000    123.460078
      12.450000    126.704314
      12.550000    130.031373
      12.650000    133.406745
      12.750000    136.864471
      12.850000    140.395765
      12.950000    144.060706
      13.050000    147.728314
      13.150000    151.458353
      13.250000    155.247216
      13.350000    159.107294
      13.450000    163.048627
      13.550000    167.072627
      13.650000    171.163137
      13.750000    175.269961
      13.850000    179.455216
      13.950000    183.770510
      14.050000    188.132392
      14.150000    192.560000
      14.250000    197.117804
      14.350000    201.690824
      14.450000    206.321725
      14.550000    211.031373
      14.650000    215.888941
      14.750000    220.783373
      14.850000    225.753569
      14.950000    230.840941
