#Frame          test1   test1[Max]
     631       7.8596      12.5733
     632      36.5963      49.7494
     633       7.1970      12.0160
     634       7.9110      13.0457
     635       7.8671      13.5445
     636       7.2882      12.0322
     637       7.3690      12.1309
     638       7.6641      13.0963
     639       7.3868      12.6073
     640       7.4338      12.9604
     641       7.8204      12.8856
     642       7.3556      12.6195
     643       7.6894      12.5818
     644       7.7712      13.2264
     645       7.3932      12.0821
     646       7.9390      13.1912
     647       7.5913      12.9067
     648       7.4095      12.0876
     649       7.5669      12.9929
     650       7.9438      13.2139
     651       7.7251      13.6984
     652       7.3177      12.0276
     653       7.7946      12.6847
     654       7.6610      12.6915
     655       7.7411      12.9770
     656       7.8938      13.2077
     657       7.7772      12.6243
     658       7.9468      13.7930
     659       7.6761      13.4655
     660      36.5182      49.5564
     661       7.7025      12.5881
     662       7.2830      11.8030
     663      39.5397      50.9173
     664       7.6577      13.5119
     665       7.7420      13.7150
     666      36.2987      46.1455
     667       7.6386      13.1605
     668       7.5490      12.7638
     669       7.3864      11.9176
     670       7.5884      13.0489
     671       7.3695      11.9288
     672       7.7802      13.0972
     673       7.6251      13.3539
     674       7.7922      13.0997
     675       7.4784      12.6288
     676       7.8549      12.9984
     677       7.4582      12.3063
     678      36.3461      46.3173
     679       7.7808      12.6866
     680       7.7441      12.1671
     681       7.7950      13.1428
     682      36.3422      47.0645
     683       7.8068      13.7619
     684       7.7783      13.0882
     685      39.4609      52.0183
     686      36.2851      46.9081
     687       7.3478      12.4102
     688       7.4143      12.2395
     689       8.0549      13.9260
     690      36.4297      47.4535
     691      36.2921      47.3106
     692       7.7715      13.2161
     693       7.7339      12.6208
     694       7.5084      12.1781
     695       7.7455      12.9866
     696       7.8850      12.9724
     697      39.5179      51.7551
     698       7.4794      13.6001
     699      39.3356      51.8078
     700       7.8550      12.9914
     701       7.7550      13.0875
     702       7.9449      13.6645
     703      39.4344      51.9429
     704       7.5355      13.6283
     705       7.3256      12.6931
     706       7.3309      12.6331
     707       7.7587      12.4440
     708       7.9348      13.8887
     709       7.7065      14.0958
     710       7.4777      12.3180
     711       7.6879      12.6676
     712       7.6387      12.9232
     713       7.7501      13.2775
     714      41.5006      48.7808
     715       7.7618      12.6722
     716       7.7636      12.9314
     717       7.7858      13.2481
     718      34.8186      45.0916
     719       8.0294      13.6704
     720       7.8128      13.2587
     721       7.7769      12.6330
     722       8.0626      13.5196
     723      34.7885      44.7483
     724      34.6447      44.7229
     725       7.8630      13.2965
     726      34.7851      44.8233
     727       7.8960      12.6402
     728       7.9480      13.0529
     729       7.8399      13.1418
     730       7.7472      13.3804
     731       7.8324      13.0225
     732       7.7946      12.8131
     733       7.6967      12.7880
     734       7.9618      13.5102
     735      34.6845      44.4191
     736       7.8677      12.4456
     737       7.8450      13.3509
     738       7.8758      13.6435
     739       7.9996      12.3317
     740       7.7842      13.6041
     741       7.9575      13.0191
     742       7.6333      12.6476
     743      34.8003      44.7281
     744       7.8883      13.6859
     745       7.4705      12.1367
     746       7.5425      12.6897
     747       7.8343      12.2770
     748       7.7038      12.5179
     749       7.5861      12.1997
     750       7.8374      12.8177
     751       7.8031      12.1102
     752       7.8411      12.1474
     753       7.9078      14.4031
     754       7.4914      12.1748
     755       7.6736      12.8392
     756       7.4769      12.1310
     757       7.9629      12.7146
     758      36.4826      49.1752
     759       7.8435      13.7879
     760       7.7918      12.9124
     761      36.2381      48.8148
     762       7.9136      12.7794
     763       7.4218      12.4874
     764       7.8432      13.0538
     765       7.9665      13.3980
     766       7.4240      12.3107
     767       7.8997      13.3527
     768       7.8676      13.4216
     769       7.9538      13.6178
     770       7.5978      13.0477
     771       7.4759      12.4877
     772       7.8244      13.1378
     773       7.8317      12.6443
     774       7.8379      12.6970
     775       7.8089      13.6865
     776       7.4504      13.0137
     777       7.8331      13.2617
     778       7.8139      12.7681
     779       7.6720      13.3103
     780       7.5721      13.3708
     781       7.7772      13.1828
     782       7.7320      13.3099
     783       7.7680      13.2871
     784       7.7968      12.9846
     785       7.6332      11.8977
     786       7.7596      13.5200
     787       7.7702      12.6186
     788       7.6957      13.5331
     789       7.6780      12.6915
     790       7.8430      12.6443
     791       7.6958      12.4917
     792       7.8313      13.1160
     793       7.7337      13.1070
     794       7.9599      12.7956
     795       7.3993      12.6089
     796       7.9042      12.8762
     797       7.9181      13.0753
     798      34.9350      45.1704
     799       7.7360      13.4174
     800       7.6621      12.6307
     801       7.7877      12.4091
     802       7.9826      13.0721
     803       8.0553      13.3135
     804       7.7105      13.6983
     805       7.7395      13.7540
     806       7.8284      13.7663
     807       7.8989      13.5102
     808       7.9532      13.0739
     809       7.7901      13.0613
     810       7.9696      13.4473
     811       7.9822      12.5874
     812       7.9383      12.6450
     813       7.6763      12.9508
     814       7.6578      13.1867
     815       7.5496      12.0660
     816       7.7333      13.4043
     817       7.8955      13.0887
     818       7.9256      13.0181
     819       7.7152      12.1416
     820       7.8546      12.8812
     821       7.8590      12.8607
     822       7.5593      12.5391
     823       7.6543      13.3524
     824       7.7899      12.9561
     825       7.9703      13.0813
     826       7.7693      13.1859
     827       7.8331      12.7892
     828       7.8918      13.3384
     829       7.5609      12.5687
     830       7.9482      12.8127
     831      36.3155      49.2380
     832       7.5304      12.5868
     833       7.8161      13.0113
     834       7.5436      13.3128
     835       7.3699      12.0282
     836       7.5261      13.3479
     837       7.5427      13.0760
     838       7.8163      13.5680
     839       7.8575      12.7800
     840       7.8229      13.2294
     841       7.4759      12.7432
     842       7.5345      12.1448
     843       7.7294      13.1089
     844       7.6797      12.5513
     845       7.6755      12.5043
     846       7.9872      13.4852
     847       7.7620      12.8986
     848       7.8213      13.2241
     849       7.4767      12.0676
     850       7.7111      12.9312
     851       7.5669      12.3295
     852       7.7325      13.1367
     853       7.7888      12.7810
     854       7.8352      12.7381
     855       7.4646      11.8146
     856       7.8650      13.2023
     857       7.8630      13.1122
     858       7.9409      13.7792
     859       7.3641      12.1075
     860       7.8680      12.9849
     861       7.5833      12.3345
     862       7.9031      13.1530
     863       7.5939      12.0394
     864       7.8763      12.9808
     865       7.8932      12.7324
     866       7.7753      12.1852
     867       7.6481      12.3929
     868       7.6322      12.1784
     869       7.9670      12.6486
     870      34.4864      43.9854
     871       7.7004      12.3624
     872       7.8718      12.3802
     873       7.6866      13.3885
     874       7.4103      11.8655
     875       7.6168      12.4249
     876       7.4022      12.5087
     877       7.6808      12.4666
     878       7.9062      13.2917
     879       7.8078      12.4592
     880       7.6059      12.7176
     881       7.9386      12.5656
     882       7.9241      13.0321
     883       7.4718      12.5516
     884       7.9991      13.4644
     885       7.9701      12.7306
     886       7.5317      12.1602
     887       7.4266      12.5157
     888       7.9151      13.8001
     889       7.4737      12.0814
     890       7.8460      13.1539
     891       7.6401      12.5156
     892       7.7392      12.7408
     893       7.8362      13.2716
     894      36.3888      47.2201
     895       7.6525      13.1748
     896       7.7510      12.5889
     897       7.6667      12.8211
     898       7.4274      11.8319
     899       7.3017      11.9709
     900       7.6639      12.5218
     901       7.3640      13.1257
     902       8.0958      13.4147
     903       7.7271      12.8441
     904       7.6114      12.5186
     905       7.6899      12.3329
     906       7.7499      12.4764
     907       7.6158      12.9565
     908       7.5999      13.0413
     909       7.6885      13.2480
     910       7.6398      12.6337
     911      36.3087      46.3728
     912       7.7542      13.2510
     913      35.9693      46.1255
     914      36.1043      45.9045
     915       7.5759      13.1011
     916       8.0638      12.7831
     917       7.8667      13.0660
     918       7.8514      13.6105
     919       8.0552      13.2832
     920       7.8854      13.2118
     921       7.6994      12.8314
     922       7.7258      13.0811
     923       8.0009      13.1151
     924       7.9752      13.6230
     925       7.8230      13.0765
     926       8.0769      13.2667
     927       7.8052      13.8001
     928       7.9343      13.4149
     929       7.6973      12.3358
     930       7.7430      12.7845
     931       7.7678      13.0466
     932       7.6952      12.2646
     933       7.7110      12.7877
     934       7.8715      13.2437
     935       7.8818      13.4480
     936       7.6991      12.7004
     937       7.8197      12.7785
     938       7.7465      12.0598
     939       8.1867      12.8065
     940       7.7366      12.9329
     941       8.0001      12.8987
     942       7.9640      13.2575
     943       7.7370      12.7691
     944       8.0548      13.1059
     945       8.0605      13.9504
     946       8.0451      13.6952
     947       7.6959      13.4144
     948       7.6301      13.1372
     949       7.6179      13.1533
     950       8.0181      13.2978
     951       7.8315      12.8458
     952       7.6908      12.2431
     953       7.7057      12.8068
     954       7.8196      12.4440
     955       7.7392      12.9028
     956       8.1648      13.4045
     957       8.0767      13.2407
     958       7.9186      12.6163
     959       7.4630      12.9964
     960       7.6514      12.5364
     961       7.8961      12.9117
     962       7.8061      12.8831
     963       7.6558      12.4864
     964       7.7565      13.7817
     965       7.7963      12.6273
     966       7.7244      13.4230
     967       7.6434      12.7001
     968       7.9315      12.9000
     969       7.5017      12.6049
     970       7.6522      12.7179
     971       7.6462      12.6329
     972       7.7622      12.5217
     973       7.9920      13.4741
     974       7.9127      13.2646
     975       8.1168      13.3023
     976       7.7108      12.8073
     977       7.9517      13.2281
     978       7.6215      12.9004
