#Frame           test    test[Max]
   17697      19.0027      69.5460
   17698      15.7009      26.9436
   17699      15.7719      28.5210
   17700      15.6966      27.0284
   17701      15.6299      27.2461
   17702      15.6675      26.7825
   17703      15.7372      27.0027
   17704      15.6719      27.7052
   17705      15.6848      27.3912
   17706      15.6356      27.1976
   17707      18.9654      69.1246
   17708      15.8105      28.7212
   17709      15.6958      27.1001
   17710      15.5983      26.8368
   17711      15.6289      27.1011
   17712      15.6395      26.4319
   17713      18.5117      66.1166
   17714      15.6195      27.0316
   17715      18.9231      68.0226
   17716      15.6028      27.0295
   17717      15.6292      28.1334
   17718      15.7580      28.8311
   17719      15.6287      27.3581
   17720      15.6368      26.4712
   17721      15.6711      26.8401
   17722      15.6860      27.9909
   17723      15.7168      27.2748
   17724      15.6310      26.8115
   17725      15.6918      27.4903
   17726      15.6151      27.1758
   17727      15.6655      27.5211
   17728      15.6746      27.6369
   17729      18.9018      68.1716
   17730      15.6633      27.5465
   17731      15.6415      26.7320
   17732      18.9278      68.0844
   17733      18.9395      68.0197
   17734      18.9127      67.4307
   17735      15.5924      27.3870
   17736      15.6889      26.9766
   17737      15.6790      26.6041
   17738      18.8392      68.9625
   17739      15.6246      26.6576
   17740      18.8509      68.7838
   17741      15.6115      26.8744
   17742      15.6060      26.0726
   17743      18.8766      68.9949
   17744      15.6399      27.0000
   17745      15.7072      27.2397
   17746      18.6452      66.0467
   17747      18.6187      65.9222
   17748      15.6021      26.9379
   17749      15.6160      27.1546
   17750      18.8729      68.6511
   17751      15.6428      26.9130
   17752      18.8146      67.2148
   17753      18.9117      68.8964
   17754      15.6775      26.8486
   17755      15.6767      26.6123
   17756      15.7391      27.2111
   17757      15.7077      27.0434
   17758      18.5103      65.0258
   17759      15.6074      26.9958
   17760      15.5854      27.0704
   17761      15.6496      27.4576
   17762      15.6270      27.3396
   17763      15.5735      26.5066
   17764      15.5629      27.0134
   17765      15.5660      27.6765
   17766      15.5561      27.4187
   17767      15.5312      26.8934
   17768      15.5768      26.4811
   17769      15.6372      26.8688
   17770      15.5952      27.0831
   17771      15.6837      26.7079
   17772      15.7223      26.7928
   17773      15.6708      26.7959
   17774      15.6688      26.4378
   17775      15.7260      27.3262
   17776      15.6297      27.5404
   17777      15.6606      27.3263
   17778      15.6062      27.4991
   17779      15.7817      27.4234
   17780      15.6880      27.2188
   17781      15.6029      27.9657
   17782      15.5730      27.2823
   17783      18.8317      68.6535
   17784      15.5789      27.6786
   17785      15.6583      27.0030
   17786      15.4608      26.5343
   17787      15.6523      27.1671
   17788      15.5601      27.6886
   17789      19.4829      75.3201
   17790      15.6416      27.0749
   17791      15.7309      25.9514
   17792      15.6840      27.1127
   17793      18.8257      68.5793
   17794      15.6319      27.1940
   17795      15.6228      27.0783
   17796      18.8005      68.7976
   17797      15.6772      26.7266
   17798      15.6537      26.7869
   17799      15.6499      27.3086
   17800      15.7004      26.9873
   17801      15.6997      27.8498
   17802      15.6651      27.1266
   17803      15.6692      27.2015
   17804      15.6295      26.4274
   17805      15.6218      27.2004
   17806      15.6122      27.0741
   17807      15.5118      27.4902
   17808      15.6190      26.8945
   17809      15.6668      26.9344
   17810      15.5175      26.8860
   17811      15.6732      26.6816
   17812      15.6746      26.6958
   17813      15.6541      26.5211
   17814      15.6711      27.2537
   17815      15.6620      26.9864
   17816      15.6587      26.9941
   17817      15.6056      26.9567
   17818      15.6032      27.1694
   17819      15.6798      26.9797
   17820      18.7892      68.7420
   17821      15.6620      26.8107
   17822      15.6229      27.2046
   17823      18.7485      68.8677
   17824      15.5185      26.7131
   17825      15.6339      27.8586
   17826      15.6447      26.7995
   17827      15.6137      26.7872
   17828      15.5446      26.6015
   17829      15.5498      27.0490
   17830      15.6717      27.3317
   17831      15.6385      26.5794
   17832      15.6380      26.6191
   17833      15.6384      26.9466
   17834      15.6559      26.7050
   17835      15.6740      27.0852
   17836      15.6518      27.0250
   17837      15.4992      26.6956
   17838      15.5950      26.5926
   17839      20.2191      81.3215
   17840      15.6749      26.8083
   17841      15.6537      26.7340
   17842      19.1648      69.4763
   17843      15.5773      26.3333
   17844      15.6482      26.8702
   17845      15.6515      27.0303
   17846      15.6125      26.5166
   17847      15.5793      27.0102
   17848      15.6040      26.9780
   17849      15.5820      26.8486
   17850      15.6760      27.1537
   17851      15.6080      27.5969
   17852      15.6559      26.1881
   17853      15.6607      26.9799
   17854      15.6377      26.9458
   17855      15.5428      26.9537
   17856      15.5957      27.0249
   17857      15.6389      27.1800
   17858      15.6270      27.4984
   17859      15.5655      27.1265
   17860      15.6030      26.8023
   17861      15.5307      27.0706
   17862      15.6859      26.9657
   17863      15.5790      27.1891
   17864      15.5175      26.8881
   17865      15.5615      26.4129
   17866      15.6243      27.0425
   17867      15.6062      28.0116
   17868      15.5576      26.5299
   17869      15.5556      26.7065
   17870      15.6398      26.8087
   17871      18.8874      69.4394
   17872      18.8778      69.1955
   17873      15.5683      26.8559
   17874      15.6856      27.0187
   17875      15.5820      26.8008
   17876      15.5693      27.8543
   17877      15.5832      28.0466
   17878      18.8851      68.9829
   17879      15.6313      27.8758
   17880      15.6097      26.1587
   17881      18.8505      69.5388
   17882      15.5531      26.7246
   17883      15.6499      28.0337
   17884      15.6488      27.1260
   17885      15.6815      26.6245
   17886      18.7886      68.7706
   17887      15.5749      26.2958
   17888      15.5964      26.5468
   17889      15.5738      26.8344
   17890      18.7426      68.4992
   17891      15.6222      28.0376
   17892      15.6303      26.8976
   17893      15.6255      26.2835
   17894      18.7497      68.7861
   17895      15.5591      27.1764
   17896      15.6208      27.2221
   17897      15.5471      26.3682
   17898      15.5892      26.6390
   17899      18.9257      67.0944
   17900      15.6765      27.1176
   17901      15.5339      26.8533
   17902      18.9190      67.2103
   17903      15.5543      27.0253
   17904      15.5590      26.1793
   17905      15.5791      27.0211
   17906      15.5600      26.2938
   17907      15.5928      27.0445
   17908      15.6069      27.1490
   17909      15.6366      27.1356
   17910      15.5592      27.4800
   17911      15.5337      27.0133
   17912      15.5373      27.1985
   17913      15.6100      26.6278
   17914      15.6116      27.3082
   17915      15.5918      26.8739
   17916      15.6091      26.9983
   17917      15.5854      27.2994
   17918      15.6223      27.2896
   17919      15.6260      27.2353
   17920      15.5239      26.6095
   17921      15.5320      26.6994
   17922      15.5756      26.1573
   17923      15.5994      26.8443
   17924      15.6654      27.0745
   17925      15.5972      26.8963
   17926      15.5065      27.5167
   17927      15.5438      26.6144
   17928      15.6521      26.4439
   17929      15.5192      27.8705
   17930      15.4986      26.7881
   17931      15.6400      26.6843
   17932      15.5133      26.2020
   17933      15.6179      26.5838
   17934      15.5751      26.6232
   17935      15.6461      27.1483
   17936      15.6718      26.9122
   17937      15.6422      26.3550
   17938      15.6403      26.7626
   17939      15.5474      26.9993
   17940      15.5720      27.0307
   17941      15.4917      27.0567
   17942      20.1444      78.8752
   17943      18.9363      67.2687
   17944      20.1894      79.2493
   17945      15.5021      27.7017
   17946      15.5479      27.3028
   17947      15.6204      26.8114
   17948      15.6257      26.7115
   17949      15.5339      27.0370
   17950      18.9759      66.8730
   17951      15.6041      27.0317
   17952      20.1656      78.5818
   17953      18.9376      67.1274
   17954      15.5030      27.1465
   17955      20.1056      78.9516
   17956      15.6282      27.1158
   17957      15.5983      26.7315
   17958      15.5620      27.1158
   17959      18.8367      68.0340
   17960      20.1476      78.3379
   17961      15.6370      27.2257
   17962      15.6049      26.9746
   17963      18.9575      67.0154
   17964      15.6218      26.8493
   17965      15.5777      26.5554
   17966      15.5941      26.7101
   17967      15.6386      26.9726
   17968      15.6303      27.1232
   17969      15.6004      26.9726
   17970      18.4523      66.4371
   17971      15.5778      26.8142
   17972      15.5640      27.9737
   17973      15.6366      27.3099
   17974      15.6449      27.1463
   17975      15.5975      26.9906
   17976      15.7129      27.1102
   17977      15.5064      26.6747
   17978      18.9499      67.2884
   17979      15.6679      27.0471
   17980      15.5422      26.7414
   17981      15.6626      26.9105
   17982      18.8161      66.4448
   17983      18.5223      66.4135
   17984      15.5274      27.3006
   17985      15.7204      26.8247
   17986      15.6603      26.7324
   17987      15.6843      26.6019
   17988      15.6472      26.6432
   17989      18.9510      67.3738
   17990      15.6161      27.0767
   17991      15.5058      27.5098
   17992      15.5434      26.9043
   17993      15.6079      27.0002
   17994      15.4929      27.2177
   17995      15.6291      26.1423
   17996      15.4687      27.3762
   17997      15.6260      26.6224
   17998      15.4408      27.0419
   17999      15.4893      26.8213
   18000      15.6732      26.9032
   18001      15.6861      26.4933
   18002      15.6455      26.5952
   18003      15.7350      27.8967
   18004      15.4877      26.4936
   18005      15.5815      27.2734
   18006      15.4568      25.9421
   18007      15.5497      27.0338
   18008      15.5289      26.5270
   18009      15.5573      26.5823
   18010      15.6096      27.0214
   18011      15.5776      26.1168
   18012      15.5281      26.4290
   18013      15.6143      26.9607
   18014      15.5547      27.0040
   18015      15.5953      26.8304
   18016      15.5294      26.8599
   18017      15.5601      26.9930
   18018      15.6063      27.3498
   18019      15.6100      27.0987
   18020      15.6639      27.2699
   18021      15.5510      27.3762
   18022      15.5799      27.8405
   18023      15.5417      27.0394
   18024      15.5459      27.1060
   18025      19.3496      74.4448
   18026      15.5886      26.8741
   18027      15.6962      26.7209
   18028      15.5315      26.5415
   18029      18.8694      66.2130
   18030      15.7668      27.0554
   18031      18.7310      66.4191
   18032      15.5425      27.3429
   18033      15.5860      26.7247
   18034      15.5597      26.9289
   18035      15.5265      26.7032
   18036      18.7364      66.5652
   18037      18.8096      66.4672
   18038      15.6417      27.5651
   18039      18.7781      66.8936
   18040      15.6475      26.8691
   18041      15.7022      27.4539
   18042      15.5982      27.8210
   18043      18.8134      66.9410
   18044      15.5665      26.9796
   18045      18.7989      66.3750
   18046      19.3748      74.8402
   18047      15.5551      26.8704
   18048      15.5974      27.5444
   18049      18.7127      65.9445
   18050      18.7197      66.5200
   18051      15.6195      26.8453
   18052      15.6411      26.8653
   18053      18.7785      66.5158
   18054      15.5813      26.6703
   18055      15.6096      26.5617
   18056      15.5878      27.6900
   18057      15.5829      26.9177
   18058      15.7352      27.2122
   18059      18.7084      66.0729
   18060      18.7716      66.6023
   18061      15.4544      26.7367
   18062      15.5980      26.9195
   18063      15.6488      26.9256
   18064      15.6464      26.0805
   18065      18.7185      66.0016
   18066      15.6224      27.2569
   18067      15.6138      27.0497
   18068      15.6508      26.4616
   18069      15.4766      27.2114
   18070      15.6310      26.9605
   18071      15.5119      27.2467
   18072      15.6170      27.3022
   18073      18.6809      66.1201
   18074      15.6325      26.6176
   18075      15.5629      26.5782
   18076      18.8303      66.6622
   18077      15.6650      26.1789
   18078      18.8347      66.8674
   18079      15.5889      26.8641
   18080      18.8226      67.1114
   18081      15.5846      27.1065
   18082      18.8418      66.1539
   18083      15.6865      27.0947
   18084      15.5644      27.0623
   18085      15.6135      26.7864
   18086      15.5883      26.2669
   18087      19.3016      69.2650
   18088      15.6433      26.3990
   18089      15.5957      27.1042
   18090      15.6313      27.1874
   18091      18.8316      66.9125
   18092      15.5052      26.5617
   18093      15.6363      27.1296
   18094      15.5773      27.2113
   18095      15.5801      26.9599
   18096      18.8040      66.3869
   18097      15.6503      26.8500
   18098      15.6667      26.5347
   18099      15.6238      27.2205
   18100      18.8359      66.3163
   18101      15.6112      26.5577
   18102      18.8329      66.4026
   18103      15.5327      26.9796
   18104      15.7122      26.8523
   18105      15.6226      26.5769
   18106      15.6065      27.4251
   18107      15.6191      26.5728
   18108      18.8603      67.3334
   18109      19.3577      68.7985
   18110      15.5206      26.8373
   18111      18.8569      67.0641
   18112      15.6875      26.8921
   18113      15.5464      26.8784
   18114      15.5224      27.2263
   18115      15.5442      27.1998
   18116      15.5577      27.1755
   18117      15.5793      27.3823
   18118      15.6292      26.9135
   18119      15.5763      26.7842
   18120      15.6518      26.7089
   18121      15.6151      27.3491
   18122      15.5862      26.8319
   18123      15.5860      27.0183
   18124      18.6149      65.6627
   18125      15.6659      27.0276
   18126      15.6082      26.9807
   18127      15.6452      26.8350
   18128      15.6196      26.6749
   18129      15.5880      27.0813
   18130      15.6508      26.8811
   18131      15.5700      27.5756
   18132      15.6652      26.5590
   18133      15.6773      26.6010
   18134      15.6650      28.0951
   18135      15.7019      27.6009
   18136      15.6939      27.2080
   18137      15.6876      27.6105
   18138      15.6448      26.3570
   18139      15.7464      26.6177
   18140      18.7707      67.9519
   18141      18.8236      68.4015
   18142      15.5331      27.1629
   18143      15.5894      26.5971
   18144      15.6687      26.9640
   18145      15.6067      26.2399
   18146      15.6265      27.0816
   18147      15.6481      26.8484
   18148      15.6276      26.9035
   18149      15.6714      27.0506
   18150      15.6400      26.6261
   18151      15.5899      26.7084
   18152      15.6230      27.2160
   18153      15.6825      26.7209
   18154      15.5684      26.6730
   18155      15.6211      27.0046
   18156      15.6111      26.7543
   18157      15.5580      26.9395
   18158      19.7930      76.8611
   18159      15.5480      26.8001
   18160      15.6220      26.5707
   18161      15.6512      26.4963
   18162      15.6570      26.6493
   18163      15.5769      26.6303
   18164      15.5698      26.3846
   18165      15.5787      26.2841
   18166      15.7108      27.0933
   18167      18.7770      67.9870
   18168      18.8835      66.6133
   18169      15.6530      26.9833
   18170      15.5142      26.7880
   18171      15.6209      26.5354
   18172      15.6560      27.1070
   18173      15.6250      26.2140
   18174      19.8306      76.9565
   18175      15.6427      26.0522
   18176      15.5765      26.9678
   18177      15.5256      26.6436
   18178      19.8828      77.0548
   18179      15.4974      26.8222
   18180      19.7993      76.8447
   18181      15.5920      26.0768
   18182      15.5444      26.1870
   18183      15.5849      26.2468
   18184      15.5534      27.0044
   18185      15.5713      27.2528
   18186      15.6332      27.3534
   18187      15.5110      27.1125
   18188      18.5329      64.2395
   18189      15.6580      27.3444
   18190      15.5211      27.4133
   18191      15.5428      26.7558
   18192      15.6936      26.3862
   18193      15.5373      27.1133
   18194      15.5329      26.6634
   18195      19.0672      70.3480
   18196      15.5116      26.9050
   18197      15.5905      26.4079
   18198      15.6104      26.8112
   18199      15.6499      26.5270
   18200      15.5306      26.4868
   18201      18.7959      65.9009
   18202      15.6179      26.8075
   18203      18.9608      70.2271
   18204      19.0069      70.1051
   18205      15.6211      26.9352
   18206      19.0081      70.0686
   18207      15.6192      26.2416
   18208      19.0423      70.7225
   18209      15.4688      26.4846
   18210      15.6507      26.9805
   18211      19.0360      70.3595
   18212      15.5212      26.5857
   18213      19.0179      70.0166
   18214      19.0365      70.4578
   18215      15.6435      26.8796
   18216      15.6128      26.5988
   18217      15.6768      26.9647
   18218      18.9957      70.5677
   18219      15.5382      26.7630
   18220      19.0016      68.9135
   18221      18.9736      70.5281
   18222      19.0180      70.7233
   18223      18.7785      67.2865
   18224      15.5162      27.0472
   18225      15.5748      27.6309
   18226      15.6064      27.2942
   18227      15.5384      28.1240
   18228      19.7037      75.2943
   18229      19.6720      75.2219
   18230      19.0688      70.1027
   18231      19.1107      70.4853
   18232      19.1103      70.2265
   18233      15.6215      27.7737
   18234      19.0495      70.0028
   18235      19.7495      75.7374
   18236      18.7872      65.1121
   18237      19.7798      76.2025
   18238      15.5692      26.9544
   18239      19.7729      75.7111
   18240      18.6608      64.7677
   18241      19.7340      75.4619
   18242      19.7408      75.5411
   18243      15.4929      26.7738
   18244      15.5962      27.1218
   18245      18.7047      64.9804
   18246      15.5826      27.2666
   18247      19.0471      69.9988
   18248      15.4488      26.8927
   18249      15.5861      27.3637
   18250      15.6433      26.8371
   18251      15.6520      27.0646
   18252      19.6865      75.3677
   18253      19.7074      75.5602
   18254      19.6968      75.7148
   18255      15.6013      26.6068
   18256      15.5344      27.0758
   18257      15.5885      27.1297
   18258      15.6179      26.4115
   18259      15.6286      26.9159
   18260      15.6569      26.8652
   18261      15.5412      26.5343
   18262      15.6043      27.0471
   18263      18.6235      65.2577
   18264      15.6000      26.7977
   18265      18.7407      66.8141
   18266      15.5768      26.1678
   18267      15.5486      26.9821
   18268      18.6445      64.6453
   18269      15.5615      26.8523
   18270      15.5597      27.0530
   18271      15.5232      27.8841
   18272      15.7323      27.1440
   18273      18.6197      64.6786
   18274      15.5086      26.7074
   18275      18.6573      65.9860
   18276      15.5022      26.6476
   18277      18.6494      65.7689
   18278      18.6631      64.7986
   18279      15.6541      27.1417
   18280      15.5895      27.1905
   18281      15.5738      27.2787
   18282      18.6682      65.2158
   18283      15.5421      26.7764
   18284      15.5589      27.2291
   18285      19.0325      70.3727
   18286      15.6472      26.7894
   18287      15.6957      26.8469
   18288      15.5080      25.9549
   18289      19.0289      70.2895
   18290      15.5741      27.6148
   18291      18.6144      64.9581
   18292      15.5775      26.5131
   18293      15.5026      26.1802
   18294      18.6425      65.7631
   18295      18.7118      65.4733
   18296      15.5450      26.8929
   18297      18.6341      65.7927
   18298      15.5881      26.7842
   18299      18.9838      69.9664
   18300      15.5575      26.9778
   18301      15.5993      26.8524
   18302      18.7236      65.2699
   18303      18.6513      65.9140
   18304      15.6283      27.2408
   18305      18.5768      65.1346
   18306      15.5345      26.9014
   18307      18.6862      65.4503
   18308      18.5979      65.9304
   18309      15.6607      27.0437
   18310      18.5443      65.3466
   18311      15.5911      26.9692
   18312      15.6183      26.6936
   18313      18.9408      69.9595
   18314      18.9646      69.9774
   18315      18.9917      70.4859
   18316      15.6390      26.3853
   18317      15.6437      27.5526
   18318      15.6061      26.7010
   18319      15.6547      27.1582
   18320      15.6200      27.4243
   18321      18.6101      66.0178
   18322      15.6003      27.1241
   18323      15.6150      26.6947
   18324      15.5821      27.0082
   18325      15.5659      26.7940
   18326      15.5437      27.2666
   18327      15.6365      27.2575
   18328      15.5160      26.6711
   18329      15.5851      27.0524
   18330      15.4947      26.7602
   18331      15.5086      26.5635
   18332      15.5305      26.9463
   18333      15.5478      26.7915
   18334      15.5352      26.5312
   18335      15.5049      26.5436
   18336      18.8834      68.5874
   18337      15.5719      27.2130
   18338      15.5822      26.6126
   18339      15.5962      27.3337
   18340      15.5618      26.7048
   18341      15.5948      26.8981
   18342      18.6853      65.3083
   18343      19.8509      78.3867
   18344      18.7669      67.5382
   18345      18.7663      66.9232
   18346      15.6108      26.7553
   18347      15.6083      26.5940
   18348      15.6197      26.7345
   18349      18.8499      67.5802
   18350      19.8530      78.8342
   18351      15.5230      26.5897
   18352      18.8513      67.8171
   18353      15.6100      27.3418
   18354      15.5786      26.8026
   18355      15.6064      27.1988
   18356      15.5474      27.0719
   18357      15.5204      26.7490
   18358      15.5492      26.7082
   18359      15.5714      26.4244
   18360      15.6503      27.1863
   18361      15.5182      26.9822
   18362      19.0564      69.8490
   18363      15.6411      27.1209
   18364      18.9923      69.8469
   18365      18.6521      65.8708
   18366      19.0391      70.3183
   18367      15.6329      26.6916
   18368      19.0625      70.5138
   18369      19.0585      70.4815
   18370      15.4572      26.7818
   18371      15.6645      27.2816
   18372      15.6856      27.0572
   18373      18.8071      64.9101
   18374      15.7050      27.3008
   18375      15.4826      26.8976
   18376      15.4726      26.5282
   18377      18.8040      65.3493
   18378      15.6326      26.7094
   18379      15.7043      27.3187
   18380      15.5758      26.7778
   18381      15.6458      26.7426
   18382      15.6428      27.1928
   18383      15.6309      26.5530
   18384      15.5953      26.5049
   18385      15.5808      27.0374
   18386      15.5978      26.8550
   18387      15.5748      27.0635
   18388      15.4615      26.8382
   18389      15.5326      26.4899
   18390      15.6918      26.8969
   18391      15.6767      26.7645
   18392      15.6978      26.7684
   18393      15.6472      27.2600
   18394      15.6184      27.3181
   18395      15.6758      26.7697
   18396      18.7642      67.4519
   18397      15.6580      27.1051
   18398      15.5504      26.9672
   18399      15.6062      26.7225
   18400      15.5852      27.2083
   18401      15.6006      26.6716
   18402      15.6224      26.5805
   18403      15.6251      27.6638
   18404      15.6525      27.3306
   18405      15.5931      27.4782
   18406      15.5738      27.4282
   18407      15.6027      27.5276
   18408      15.5857      27.0144
   18409      15.5074      26.4458
   18410      15.6457      26.9463
   18411      15.6464      27.0239
   18412      15.6285      26.8872
   18413      15.5618      26.7742
   18414      15.6137      27.0130
   18415      15.6060      26.8250
   18416      15.6014      26.9904
   18417      15.5817      27.6717
   18418      15.5713      26.0896
   18419      15.6511      26.9663
   18420      15.6083      27.0335
   18421      15.6601      27.0355
   18422      15.5569      26.6155
   18423      15.6539      27.2080
   18424      15.6732      26.8910
   18425      15.5525      26.8478
   18426      15.5514      26.4677
   18427      15.6532      26.5857
   18428      19.9224      77.5191
   18429      15.6603      27.4044
   18430      15.6518      27.1221
   18431      15.5945      27.2118
   18432      15.5894      26.6389
   18433      15.5359      26.5132
   18434      19.8763      77.8253
   18435      15.6522      26.5890
   18436      15.6800      26.4949
   18437      15.6305      26.8376
   18438      15.5836      26.8111
   18439      15.5949      26.2207
   18440      15.6130      26.3716
   18441      20.4839      81.8793
   18442      20.4608      81.3043
   18443      15.6235      26.8766
   18444      15.6301      26.9694
   18445      15.5745      26.9370
   18446      15.6110      27.1731
   18447      15.6080      26.9433
   18448      19.3497      70.9438
   18449      15.6145      26.6889
   18450      15.6724      27.7293
   18451      15.6350      26.5646
   18452      15.7048      26.7871
   18453      15.6517      26.4333
   18454      15.5761      26.8657
   18455      15.6825      26.7862
   18456      15.5699      26.9067
   18457      15.6130      26.9202
   18458      15.6166      26.9257
   18459      15.6607      27.3831
   18460      15.6460      27.2165
   18461      15.6439      26.8989
   18462      15.5538      26.1512
   18463      15.5351      27.0297
   18464      15.6248      27.0387
   18465      15.6105      27.1009
   18466      15.5989      26.1414
   18467      15.6272      26.4544
   18468      15.6433      26.9099
   18469      15.6210      26.6727
   18470      15.6374      27.0479
   18471      15.5562      27.1667
   18472      15.6009      26.8310
   18473      15.5646      26.6236
   18474      15.5594      26.7136
   18475      15.5983      26.6433
   18476      15.6289      26.7195
   18477      15.6430      26.5179
   18478      15.5552      26.7260
   18479      15.5589      26.9428
   18480      15.5710      27.4629
   18481      15.5900      26.8178
   18482      15.5942      26.9002
   18483      15.6038      27.0214
   18484      15.5872      26.6132
   18485      15.5938      26.6739
   18486      15.6949      26.8785
   18487      15.6737      26.8746
   18488      15.6997      27.2592
   18489      15.6694      27.0091
   18490      15.6984      26.7115
   18491      15.6351      27.2316
   18492      15.6276      27.6802
   18493      15.6277      27.4404
   18494      15.5636      26.7632
   18495      15.6931      26.5963
   18496      15.6076      27.2537
   18497      15.7153      26.8262
   18498      15.5840      26.7208
   18499      19.2980      71.5209
   18500      15.6247      26.9688
   18501      15.5669      26.8241
   18502      15.6601      26.7506
   18503      15.5972      26.7650
   18504      15.6935      26.8390
   18505      18.6417      65.9983
   18506      15.6209      27.0944
   18507      15.5909      26.2617
   18508      15.6352      26.5329
   18509      15.6572      26.9090
   18510      15.5870      27.0398
   18511      15.5415      27.2268
   18512      15.5479      26.7471
   18513      15.6154      26.8076
   18514      15.6730      27.3958
   18515      15.6654      27.8666
   18516      15.6283      27.1074
   18517      15.6182      26.9037
   18518      15.6307      27.1080
   18519      15.6575      27.1516
   18520      15.6774      27.1580
   18521      15.6457      26.7633
   18522      15.6391      27.0132
   18523      15.5824      26.7286
   18524      15.6372      26.6727
   18525      15.5879      26.8629
   18526      15.6887      26.9578
   18527      20.4786      82.3612
   18528      15.5793      26.9040
   18529      15.5269      26.8494
   18530      15.6280      27.4077
   18531      15.6284      27.0328
   18532      18.5738      65.2524
   18533      15.6653      27.1284
   18534      15.6065      27.0629
   18535      15.6053      26.4738
   18536      15.6142      26.3870
   18537      15.6227      27.0660
   18538      18.6093      65.3423
   18539      18.6076      65.5519
   18540      15.5944      27.0364
   18541      18.6222      65.1663
   18542      15.5330      26.8952
   18543      15.6743      26.4009
   18544      15.5318      27.0720
   18545      15.5581      26.8797
   18546      15.5833      27.3016
   18547      18.5102      65.4732
   18548      15.6019      26.7572
   18549      15.6738      26.9191
   18550      15.6056      27.1110
   18551      15.6723      26.9576
   18552      15.5321      26.9466
   18553      15.6877      27.1452
   18554      15.5393      26.7465
   18555      15.5502      26.4975
   18556      15.6183      27.2122
   18557      18.5754      65.7521
   18558      15.5378      26.8151
   18559      15.5654      26.9236
   18560      18.6694      66.5689
   18561      18.6864      66.7363
   18562      15.6573      27.0467
   18563      15.6078      27.1279
   18564      15.7149      27.0539
   18565      18.8350      65.6888
   18566      15.5736      26.7778
   18567      15.5946      27.0025
   18568      15.5819      26.7427
   18569      15.5806      26.4906
   18570      15.5674      26.5047
   18571      15.5832      27.0761
   18572      18.5632      65.4926
   18573      18.6475      66.2403
   18574      15.6391      27.7144
   18575      18.6034      65.8990
   18576      18.6411      65.6328
   18577      15.6132      26.9287
   18578      15.6848      27.1893
   18579      15.6554      26.7715
   18580      15.5906      27.0050
   18581      15.6212      26.5994
   18582      15.5312      26.4828
   18583      15.6413      26.3255
   18584      15.6340      26.3776
   18585      18.5524      65.5309
   18586      15.5903      26.6728
   18587      18.5858      65.3424
   18588      15.5739      26.4524
   18589      15.6357      27.1779
   18590      15.6214      27.0231
   18591      15.6452      26.9647
   18592      18.5476      64.5643
   18593      15.6265      26.6545
   18594      15.6001      26.6056
   18595      15.4819      27.3325
   18596      15.6484      27.1146
   18597      15.6476      26.9243
   18598      18.6479      65.7885
   18599      15.6143      27.5170
   18600      15.6425      26.6221
   18601      15.6518      26.7393
   18602      18.6444      65.9351
   18603      15.5877      27.1954
   18604      15.5658      27.0470
   18605      15.5569      26.8361
   18606      15.6522      26.3329
   18607      15.5185      26.0117
   18608      15.5762      26.2504
   18609      15.5358      26.7648
   18610      15.6253      27.1047
   18611      15.6168      26.4107
   18612      15.6074      26.6120
   18613      19.7773      76.2670
   18614      18.6121      65.4838
   18615      15.6130      26.8236
   18616      15.6597      27.4095
   18617      15.5895      27.0708
   18618      18.5558      65.7107
   18619      15.5656      26.2883
   18620      15.5874      26.6203
   18621      15.5937      26.6297
   18622      15.6198      27.3497
   18623      15.6158      27.0363
   18624      15.6194      27.6791
   18625      15.6067      27.1203
   18626      18.5755      65.5530
   18627      15.6015      27.4180
   18628      18.7276      65.1424
   18629      18.6226      65.9692
   18630      18.6107      65.5498
   18631      15.5657      27.2375
   18632      15.6099      27.6090
   18633      15.6506      26.1807
   18634      15.6240      26.7920
   18635      15.6662      27.0150
   18636      15.5493      26.9000
   18637      15.6325      26.9056
   18638      18.6222      65.0869
   18639      15.6159      27.1823
   18640      15.6117      26.8774
   18641      15.5818      26.6519
   18642      15.5673      26.8739
   18643      15.6009      26.3668
   18644      19.4474      74.8736
   18645      15.6168      26.8420
   18646      19.0580      67.6130
   18647      15.6460      26.7996
   18648      15.6120      27.1204
   18649      18.7577      67.3265
   18650      15.6012      26.6654
   18651      15.6099      26.4683
   18652      15.5376      26.8062
   18653      18.7662      66.8780
   18654      15.6018      27.4154
   18655      15.5138      26.8520
   18656      15.5665      26.8258
   18657      15.5734      26.6501
   18658      18.7660      66.4812
   18659      15.6712      27.1133
   18660      15.6504      27.0388
   18661      15.5720      26.5117
   18662      18.6360      65.7752
   18663      18.7127      66.2265
   18664      15.6310      26.8427
   18665      18.7569      66.8837
   18666      15.5699      26.7647
   18667      15.6011      26.8227
   18668      18.7493      66.2091
   18669      18.6935      66.0180
   18670      15.5297      26.6238
   18671      15.5821      27.3031
   18672      15.6355      27.0134
   18673      15.4677      26.3783
   18674      18.8738      65.2387
   18675      18.7155      65.5011
   18676      15.6830      27.2838
   18677      15.6615      27.3717
   18678      15.5477      27.2576
   18679      18.6458      65.5260
   18680      15.5564      27.1710
   18681      19.2706      68.1943
   18682      15.6292      27.7391
   18683      15.6485      27.2507
   18684      15.5609      26.9808
   18685      15.5982      28.0318
   18686      19.1468      68.2897
   18687      15.6664      26.8130
   18688      15.6019      26.7338
   18689      15.6191      26.6645
   18690      15.6122      26.7572
   18691      15.5783      26.5914
   18692      15.5667      26.1174
   18693      15.5976      26.4500
   18694      15.6704      27.0326
   18695      15.5768      26.5155
