#Frame           test    test[Max]
    6182      15.6350      26.7871
    6183      15.4758      27.1049
    6184      15.5849      26.8587
    6185      15.5902      27.2352
    6186      15.5595      27.0486
    6187      18.6678      67.7058
    6188      18.6515      67.1957
    6189      15.4998      26.5832
    6190      15.6326      27.1635
    6191      15.6153      26.5690
    6192      15.4873      26.6477
    6193      18.5955      67.6917
    6194      18.6213      67.4146
    6195      15.5231      26.6959
    6196      15.4751      26.8994
    6197      18.6366      67.3251
    6198      15.5076      26.7509
    6199      15.5717      26.7817
    6200      15.5743      26.8790
    6201      18.5864      67.0246
    6202      15.5576      26.7470
    6203      18.5685      67.0229
    6204      15.6257      26.6708
    6205      15.6090      27.0651
    6206      15.5768      26.8103
    6207      15.6091      26.5845
    6208      15.5670      26.7793
    6209      15.5752      26.5956
    6210      15.5709      26.7408
    6211      15.5209      26.9513
    6212      15.5502      26.8160
    6213      15.6305      28.3578
    6214      15.5110      27.1764
    6215      15.6376      27.5923
    6216      15.6199      26.9308
    6217      15.5713      26.6785
    6218      15.5194      27.1845
    6219      15.5653      26.6419
    6220      15.5604      26.6634
    6221      15.5034      26.6935
    6222      15.6305      27.0358
    6223      15.5340      26.8799
    6224      15.5844      27.1709
    6225      18.7012      67.7343
    6226      15.5467      26.9957
    6227      15.5839      26.7680
    6228      15.5566      27.1993
    6229      15.5845      27.0540
    6230      19.3153      68.8858
    6231      15.5516      26.9042
    6232      15.5660      26.9745
    6233      15.5797      26.5167
    6234      15.5949      26.3957
    6235      15.5273      26.9653
    6236      15.5547      26.8696
    6237      15.5198      26.7194
    6238      15.5176      27.6940
    6239      15.6441      27.1296
    6240      15.5310      26.8226
    6241      15.6260      27.0912
    6242      15.5094      27.6672
    6243      15.6427      26.6367
    6244      15.5877      26.9182
    6245      15.5930      27.1097
    6246      15.5758      26.8956
    6247      15.5679      26.7578
    6248      15.5634      27.1040
    6249      15.6562      27.2183
    6250      15.5280      27.3792
    6251      15.6303      26.8529
    6252      15.6076      26.9860
    6253      15.5587      26.5533
    6254      15.5606      26.4712
    6255      15.6014      26.4184
    6256      15.5822      27.0086
    6257      15.6202      27.2423
    6258      15.5810      26.5036
    6259      15.5734      26.6753
    6260      15.5512      26.6593
    6261      15.5269      26.7162
    6262      19.4307      69.4759
    6263      18.6384      67.3411
    6264      15.5588      27.5630
    6265      15.4964      26.4860
    6266      15.6255      26.9696
    6267      15.4811      26.7460
    6268      15.5257      27.2594
    6269      15.6324      27.0227
    6270      15.6183      27.1150
    6271      15.6557      26.9679
    6272      15.5580      26.5005
    6273      19.7081      76.7679
    6274      15.6370      27.1556
    6275      15.5424      27.7409
    6276      15.4845      27.6265
    6277      15.6014      26.9215
    6278      15.5658      26.5513
    6279      15.5888      26.7424
    6280      19.3761      69.7054
    6281      15.5618      27.0501
    6282      15.6057      26.7338
    6283      19.6236      76.8967
    6284      19.6539      77.1298
    6285      15.5931      26.8096
    6286      15.5440      27.2286
    6287      15.5941      26.2604
    6288      15.6142      27.1625
    6289      15.5747      26.8585
    6290      15.6130      27.0771
    6291      15.5778      26.6607
    6292      15.5847      27.1512
    6293      15.6074      27.0297
    6294      15.6358      27.3204
    6295      15.6385      27.2852
    6296      15.6162      26.6680
    6297      15.6183      26.9169
    6298      15.6122      27.3462
    6299      15.5702      26.9187
    6300      15.5515      26.3198
    6301      15.6107      26.6108
    6302      15.5809      26.9785
    6303      15.6086      27.2419
    6304      15.5966      27.0988
    6305      15.6463      26.7299
    6306      15.5938      26.7629
    6307      15.5370      26.9557
    6308      15.6159      26.7734
    6309      15.6538      27.2145
    6310      15.5942      26.9249
    6311      15.6048      26.7600
    6312      15.6387      26.7577
    6313      15.5541      26.2388
    6314      15.5476      27.0471
    6315      15.6125      26.4279
    6316      15.5846      26.4944
    6317      15.5723      26.6626
    6318      15.6121      27.2877
    6319      15.5533      26.7487
    6320      15.6210      26.8961
    6321      15.6203      27.0030
    6322      15.5681      27.1090
    6323      15.5604      27.0776
    6324      15.6295      26.6473
    6325      15.5093      26.4969
    6326      19.7099      75.6822
    6327      15.5854      27.0492
    6328      15.5907      26.9954
    6329      15.6061      27.0985
    6330      15.5520      27.0639
    6331      15.6276      27.4957
    6332      18.9024      65.6043
    6333      15.6132      27.3640
    6334      15.6032      26.7857
    6335      15.5742      27.0182
    6336      15.5234      26.8237
    6337      18.8166      65.3990
    6338      15.5558      26.8517
    6339      15.5889      27.3903
    6340      15.6124      26.5389
    6341      15.5427      26.5746
    6342      15.4971      26.7092
    6343      15.5769      26.4654
    6344      15.5254      26.8667
    6345      15.6085      27.0645
    6346      15.5502      26.8898
    6347      15.5505      27.0394
    6348      15.6286      26.8766
    6349      15.5880      27.3194
    6350      15.6722      27.6212
    6351      15.6850      27.0317
    6352      15.6837      27.2722
    6353      15.5877      26.8323
    6354      18.5625      66.7499
    6355      15.6767      26.9067
    6356      18.6329      67.5279
    6357      15.6005      26.6908
    6358      18.5779      66.9403
    6359      15.6118      26.8110
    6360      19.2666      69.5025
    6361      19.3870      74.4360
    6362      19.1762      67.3462
    6363      15.6929      26.9069
    6364      15.6328      26.6929
    6365      18.5626      66.7977
    6366      19.1561      67.3268
    6367      15.5845      27.3406
    6368      18.5706      67.2230
    6369      15.6954      27.0410
    6370      18.5348      67.1290
    6371      15.5887      26.9256
    6372      15.5423      26.9093
    6373      18.6597      67.8052
    6374      18.5836      66.9949
    6375      18.7199      67.5208
    6376      15.5341      27.2043
    6377      15.5640      26.9152
    6378      15.6172      27.2194
    6379      19.1382      67.1818
    6380      15.7000      26.9948
    6381      18.5954      67.6557
    6382      15.5958      26.7856
    6383      18.7579      68.1596
    6384      15.5733      27.3328
    6385      18.6622      67.5293
    6386      18.6235      67.4366
    6387      19.1042      67.1764
    6388      15.5988      27.0658
    6389      15.5985      27.2884
    6390      15.5633      26.7500
    6391      15.5491      26.4385
    6392      15.5684      26.6942
    6393      15.6258      26.6899
    6394      15.6250      27.2941
    6395      15.5889      26.6595
    6396      15.5842      27.3626
    6397      15.5940      27.4120
    6398      15.5695      27.0797
    6399      15.6346      27.0948
    6400      15.5265      26.9521
    6401      19.4923      72.1509
    6402      15.6496      26.9689
    6403      15.5934      26.9335
    6404      15.6487      26.7583
    6405      15.5577      26.5297
    6406      15.5807      26.9201
    6407      15.5494      26.6682
    6408      15.5158      26.6118
    6409      15.5359      26.2732
    6410      15.5862      27.5036
    6411      15.5548      26.3695
    6412      15.6209      27.4550
    6413      15.6268      26.8533
    6414      15.5538      26.7402
    6415      15.5580      26.8283
    6416      15.4988      27.0128
    6417      15.5789      26.7801
    6418      15.6016      27.5822
    6419      15.5909      26.8579
    6420      15.5919      26.6357
    6421      19.0923      67.2938
    6422      15.6211      27.0804
    6423      15.5823      26.2318
    6424      19.0904      66.7655
    6425      15.5835      26.9617
    6426      15.4233      26.9326
    6427      15.5308      27.1042
    6428      19.7385      75.6878
    6429      19.7530      76.3198
    6430      15.5158      26.8072
    6431      15.6090      27.0926
    6432      18.7865      67.0989
    6433      15.5979      26.9147
    6434      19.8495      76.7184
    6435      18.7081      66.4789
    6436      15.5964      26.6993
    6437      19.8162      75.9182
    6438      15.6322      26.8552
    6439      19.8674      75.6246
    6440      15.5638      26.3327
    6441      15.5835      26.4306
    6442      18.7426      66.6110
    6443      19.8332      76.1800
    6444      18.9466      67.1182
    6445      15.5734      27.2520
    6446      18.9388      67.4925
    6447      15.5708      26.8608
    6448      15.6102      26.5753
    6449      15.6152      27.2090
    6450      18.9278      67.7524
    6451      15.5807      27.3833
    6452      15.5899      27.0960
    6453      18.8357      65.2219
    6454      15.6795      26.9527
    6455      15.6911      26.9567
    6456      15.6470      26.8090
    6457      15.6128      26.7138
    6458      15.6680      26.9068
    6459      15.6184      26.9675
    6460      15.5843      26.8121
    6461      15.5647      26.9188
    6462      18.7070      66.8639
    6463      15.4800      26.9998
    6464      18.7224      67.6718
    6465      15.5911      26.8298
    6466      15.5676      26.7507
    6467      15.6299      26.6221
    6468      15.5317      27.1053
    6469      15.5090      27.4250
    6470      18.7893      67.5178
    6471      15.5917      26.8829
    6472      15.6439      27.5281
    6473      15.5391      26.8104
    6474      15.5617      26.8847
    6475      18.6759      66.5868
    6476      18.9169      67.3722
    6477      15.5986      26.9232
    6478      15.6137      27.0542
    6479      15.5605      27.0781
    6480      15.4676      26.7008
    6481      15.5371      26.7254
    6482      15.5672      27.6415
    6483      18.8950      67.6049
    6484      15.5683      27.0874
    6485      18.7685      64.9846
    6486      15.5053      26.7702
    6487      15.7021      26.9444
    6488      15.6456      26.6075
    6489      15.5748      27.0543
    6490      15.5637      26.8017
    6491      15.5847      27.1212
    6492      15.5766      26.7162
    6493      15.6002      26.7648
    6494      15.5682      26.8123
    6495      15.5068      27.2987
    6496      15.5652      26.6146
    6497      15.6461      26.8315
    6498      15.6164      26.8063
    6499      15.6793      27.2716
    6500      15.6167      27.1789
    6501      20.3534      80.7812
    6502      15.4793      27.1937
    6503      15.6316      27.1880
    6504      18.8092      66.5194
    6505      15.5292      27.1009
    6506      15.5963      27.6521
    6507      15.5530      27.1965
    6508      15.5872      26.9228
    6509      18.8041      67.0180
    6510      15.5937      26.6176
    6511      15.6696      27.0601
    6512      19.7361      76.1983
    6513      15.6192      26.8899
    6514      15.6287      27.2496
    6515      15.5870      27.0886
    6516      15.6303      26.5344
    6517      15.5713      26.7030
    6518      18.7922      66.6389
    6519      15.6158      27.0702
    6520      19.7127      75.7450
    6521      19.7724      75.8386
    6522      15.5839      26.2096
    6523      15.6291      26.6353
    6524      15.5042      26.0278
    6525      15.6079      26.9892
    6526      15.5801      26.5264
    6527      15.5887      27.0534
    6528      15.5980      26.9670
    6529      19.6887      76.4217
    6530      15.5624      26.5708
    6531      15.6023      26.9935
    6532      15.5874      26.9084
    6533      20.4017      78.6665
    6534      15.5424      26.7163
    6535      15.5235      26.3741
    6536      18.6791      67.2097
    6537      15.5306      26.7199
    6538      15.5194      26.9363
    6539      19.6775      76.8543
    6540      18.7192      67.2412
    6541      18.6965      66.6783
    6542      19.3753      74.3565
    6543      15.7100      27.2207
    6544      15.6507      27.3650
    6545      15.5937      27.0431
    6546      15.6568      27.0646
    6547      15.5801      27.0664
    6548      15.5167      26.8255
    6549      18.7623      66.4468
    6550      15.6194      27.1927
    6551      19.1660      71.3029
    6552      15.6058      26.9251
    6553      15.5943      27.1625
    6554      18.5820      63.9084
    6555      15.6190      26.5924
    6556      15.5860      26.8809
    6557      15.5400      26.9962
    6558      15.6300      27.2798
    6559      15.6440      26.7342
    6560      15.5614      27.5145
    6561      15.5560      26.4248
    6562      18.7544      67.4025
    6563      18.7155      67.1825
    6564      18.7268      67.0098
    6565      19.3962      69.1853
    6566      15.6317      26.6065
    6567      18.7355      67.6263
    6568      15.5995      26.8409
    6569      15.6351      26.7593
    6570      15.6207      26.8160
    6571      15.6294      26.9615
    6572      18.6896      66.7137
    6573      19.6795      74.3724
    6574      19.6272      74.4008
    6575      15.5768      27.1032
    6576      15.5795      26.8657
    6577      18.6772      66.2699
    6578      18.7015      66.6579
    6579      18.7195      66.9059
    6580      15.5755      26.8928
    6581      15.5290      26.4180
    6582      15.6704      27.1375
    6583      15.5992      27.0208
    6584      18.6550      66.7118
    6585      15.5369      26.3532
    6586      15.5358      26.4371
    6587      15.6032      27.0501
    6588      15.5819      27.0803
    6589      18.7046      66.8727
    6590      15.5595      26.9861
    6591      19.6633      74.0744
    6592      18.7039      67.1854
    6593      15.5559      27.3576
    6594      15.5692      27.0092
    6595      15.6691      27.0100
    6596      19.5756      75.8362
    6597      18.7422      67.5482
    6598      15.5878      26.6010
    6599      15.5943      27.0953
    6600      15.6441      27.2921
    6601      15.6073      26.8647
    6602      15.5460      26.9967
    6603      18.6924      66.6995
    6604      15.5926      26.9827
    6605      15.6331      27.0862
    6606      15.5266      26.8325
    6607      15.4986      26.6592
    6608      15.5662      26.3854
    6609      15.6342      27.1497
    6610      19.6199      74.7699
    6611      15.5461      26.5138
    6612      19.6801      75.3046
    6613      15.5557      26.8884
    6614      18.6893      67.4663
    6615      19.6557      75.7665
    6616      15.5409      27.0184
    6617      15.5360      26.9924
    6618      18.6463      66.2430
    6619      18.6412      66.1439
    6620      18.6391      66.2252
    6621      15.5718      26.7964
    6622      15.6497      26.4664
    6623      15.6212      26.9615
    6624      15.5931      26.9829
    6625      15.6092      26.6801
    6626      15.6372      26.8724
    6627      15.5797      26.8431
    6628      15.6207      27.2848
    6629      18.7135      67.1998
    6630      15.6354      26.7501
    6631      15.5547      27.0237
    6632      15.4802      27.0170
    6633      15.5067      27.0378
    6634      15.6296      26.8768
    6635      15.4943      26.8060
    6636      19.4356      74.1812
    6637      15.5701      26.7534
    6638      15.5292      27.6892
    6639      15.5471      27.0926
    6640      15.5483      26.9443
    6641      18.9315      66.5903
    6642      15.6250      27.1902
    6643      15.4636      26.8670
    6644      15.5958      26.7242
    6645      19.3538      71.9786
    6646      15.5628      26.7296
    6647      15.5552      26.7991
    6648      15.5847      27.2558
    6649      15.5757      26.6590
    6650      15.5315      26.6453
    6651      15.5782      27.1883
    6652      15.5470      27.6742
    6653      15.6177      27.0569
    6654      19.6698      75.6707
    6655      15.6128      26.9756
    6656      15.6138      27.0700
    6657      15.5316      26.9838
    6658      15.5777      27.1330
    6659      15.6187      26.9268
    6660      15.5990      26.8699
    6661      15.5463      27.1050
    6662      15.5803      26.7749
    6663      15.6309      27.2422
    6664      19.6299      75.4491
    6665      15.6066      27.2300
    6666      15.6831      26.4967
    6667      15.6531      26.5541
    6668      15.6520      26.9763
    6669      18.6314      66.4524
    6670      19.7036      75.9237
    6671      15.6483      27.0415
    6672      15.5919      26.6530
    6673      19.1541      72.7745
    6674      20.3877      82.7453
    6675      15.7413      27.4805
    6676      15.6713      26.5117
    6677      15.5925      26.7369
    6678      15.6492      26.6070
    6679      15.6427      26.4132
    6680      15.5746      27.3551
    6681      19.6060      75.0781
    6682      19.0597      71.8409
    6683      15.5942      27.2239
    6684      18.6749      67.0969
    6685      15.6172      26.9484
    6686      18.6249      66.8050
    6687      15.5949      26.4649
    6688      15.6531      26.5952
    6689      15.5537      27.4644
    6690      15.6369      27.3852
    6691      15.6459      26.8278
    6692      18.6657      67.4543
    6693      15.6179      26.9120
    6694      15.5298      26.8253
    6695      15.5720      27.1157
    6696      15.6197      26.6278
    6697      19.3139      71.1712
    6698      15.6316      26.9762
    6699      19.0363      71.6144
    6700      19.0355      71.7893
    6701      15.5619      26.9183
    6702      15.6033      27.0599
    6703      15.5535      26.9831
    6704      15.6654      27.4023
    6705      15.6374      27.5096
    6706      15.6877      27.5040
    6707      15.6119      26.6547
    6708      15.5970      26.2889
    6709      15.5956      26.9898
    6710      15.6434      26.4053
    6711      19.1025      71.7565
    6712      18.4921      64.7797
    6713      15.5440      26.9841
    6714      15.5305      26.8649
    6715      18.5591      66.1389
    6716      15.4558      26.6044
    6717      15.6163      26.7292
    6718      15.5137      26.7946
    6719      15.5423      26.6441
    6720      15.6418      27.1778
    6721      15.5470      27.0595
    6722      15.5493      26.8372
    6723      15.5341      27.3000
    6724      15.4995      27.1081
    6725      15.6007      26.7169
    6726      15.5863      26.7252
    6727      15.5014      26.8145
    6728      15.6002      26.7299
    6729      15.5663      26.5431
    6730      15.5470      27.0031
    6731      15.5640      26.8969
    6732      19.5759      74.9492
    6733      15.5485      26.9715
    6734      15.5308      26.7039
    6735      15.5549      26.8858
    6736      15.4489      26.8950
    6737      15.5395      27.1608
    6738      15.5111      27.1540
    6739      15.6280      26.9064
    6740      15.5746      26.5981
    6741      15.5152      27.0247
    6742      15.5257      26.9160
    6743      15.4978      27.1227
    6744      15.6085      27.0565
    6745      15.6379      27.4074
    6746      15.4919      26.6696
    6747      15.5590      27.0768
    6748      15.5522      26.8569
    6749      20.3856      81.7072
    6750      15.4799      26.5330
    6751      15.6160      27.0159
    6752      15.6623      26.8359
    6753      15.5858      27.1632
    6754      15.6259      26.9228
    6755      15.5082      26.5955
    6756      15.6058      26.8371
    6757      15.4562      26.3453
    6758      15.5723      27.1954
    6759      15.4179      26.6343
    6760      15.6265      27.2642
    6761      15.6740      26.5294
    6762      15.5538      27.2654
    6763      15.6076      27.3815
    6764      15.5896      27.1827
    6765      15.5036      27.0129
    6766      15.5373      26.2171
    6767      15.4967      26.2202
    6768      15.6083      27.0563
    6769      15.6034      26.4909
    6770      20.3056      81.3992
    6771      19.6545      75.4014
    6772      20.2890      81.0536
    6773      18.6367      67.4770
    6774      15.5223      26.6767
    6775      15.5510      27.0066
    6776      15.5189      26.8374
    6777      19.6384      75.8452
    6778      15.6229      26.5311
    6779      18.6622      67.2044
    6780      15.6227      27.0811
    6781      19.6525      75.5231
    6782      15.6317      27.0120
    6783      15.5321      26.7974
    6784      19.6306      75.6443
    6785      19.6193      75.5655
    6786      15.6340      27.2901
    6787      15.6126      26.9978
    6788      15.5751      26.7665
    6789      15.5557      27.0301
    6790      15.6789      27.1523
    6791      15.5410      27.1267
    6792      15.5889      26.0640
    6793      15.5516      26.8657
    6794      15.5807      26.5807
    6795      15.6408      26.7292
    6796      15.6114      27.1693
    6797      15.4813      26.9029
    6798      15.5744      26.4988
    6799      15.5050      26.8066
    6800      19.6263      75.5703
    6801      15.6210      26.8134
    6802      15.5879      27.1365
    6803      19.6030      75.2512
    6804      15.6449      26.9293
    6805      18.6630      67.4873
    6806      15.6088      26.9928
    6807      15.6671      26.8681
    6808      15.5519      28.0491
    6809      18.6496      67.6805
    6810      15.5758      26.7606
    6811      15.6691      26.8330
    6812      15.6252      27.1762
    6813      15.6169      27.0312
    6814      15.5607      26.4680
    6815      15.5114      26.4055
    6816      15.5370      26.5165
    6817      15.6102      26.3887
    6818      19.6124      74.6601
    6819      15.5979      26.8735
    6820      15.5467      26.9991
    6821      15.6796      27.2860
    6822      15.6141      27.0352
    6823      15.5360      26.8139
    6824      15.6360      27.6689
    6825      15.6013      27.2595
    6826      15.5650      27.7835
    6827      15.5343      27.4687
    6828      15.5892      26.6417
    6829      20.2743      80.9271
    6830      19.7727      76.6051
    6831      18.6007      67.4911
    6832      19.7442      76.9215
    6833      19.5770      74.7779
    6834      18.5371      66.9030
    6835      15.5527      27.0813
    6836      18.5633      67.3613
    6837      18.8580      66.8387
    6838      15.5575      26.8380
    6839      15.5138      26.4659
    6840      15.4830      27.5441
    6841      15.6144      26.6775
    6842      15.4696      27.5114
    6843      18.9165      66.7168
    6844      15.4991      26.1128
    6845      15.5420      26.8134
    6846      19.1645      70.8288
    6847      15.6129      27.0082
    6848      15.5947      27.2014
    6849      15.5807      26.5095
    6850      15.5559      26.7644
    6851      18.6139      67.4344
    6852      15.6039      27.4423
    6853      15.5644      27.4407
    6854      15.5658      27.2329
    6855      19.0869      70.7228
    6856      15.4657      27.5839
    6857      19.1006      70.3546
    6858      19.1072      70.5172
    6859      15.6878      27.0089
    6860      19.4988      70.3880
    6861      19.5511      70.5836
    6862      15.5050      26.6635
    6863      15.5775      26.8441
    6864      15.6536      26.6705
    6865      19.1225      68.4444
    6866      15.4939      26.4622
    6867      19.1345      70.4616
    6868      15.6147      26.8460
    6869      15.5060      26.7600
    6870      18.9624      66.9758
    6871      18.9545      66.5649
    6872      15.5483      27.1893
    6873      15.5378      27.4161
    6874      15.6551      26.9850
    6875      15.6148      26.9851
    6876      15.6129      26.4073
    6877      15.6564      27.2367
    6878      15.7198      27.1518
    6879      15.6129      27.0945
    6880      15.6049      27.1212
    6881      18.5228      64.7372
    6882      18.5426      64.1417
    6883      18.9461      66.0428
    6884      18.9974      66.0007
    6885      15.5926      27.3789
    6886      15.5112      27.0390
    6887      15.5608      27.2659
    6888      18.6172      67.2966
    6889      15.6261      26.8803
    6890      15.5553      27.0513
    6891      15.5805      27.0167
    6892      15.6978      27.2816
    6893      15.6767      26.8288
    6894      18.7041      64.7829
    6895      15.5805      27.1452
    6896      15.6773      27.1730
    6897      15.7038      27.2193
    6898      18.5300      64.7007
    6899      18.6687      65.2927
    6900      19.1269      68.5526
    6901      15.5377      26.4849
    6902      19.1037      68.1259
    6903      15.6176      27.0115
    6904      15.6031      27.2414
    6905      18.5126      64.1008
    6906      18.6324      64.4908
    6907      19.1420      66.4274
    6908      15.6016      26.7208
    6909      15.6579      27.0499
    6910      19.0639      67.0114
    6911      15.6439      27.1062
    6912      19.0482      66.7231
    6913      15.5564      26.5172
    6914      15.6370      26.8154
    6915      19.1622      68.2290
    6916      15.6759      26.5535
    6917      15.4433      26.9633
    6918      15.6118      27.0226
    6919      15.6554      26.9885
    6920      15.6984      26.8542
    6921      15.6055      27.4302
    6922      19.6315      76.1536
    6923      15.7103      26.9505
    6924      15.6109      27.1415
    6925      15.6430      27.1868
    6926      15.6331      27.2803
    6927      15.6095      27.1770
    6928      18.5799      64.7354
    6929      15.5170      26.9046
    6930      18.5235      67.1121
    6931      18.6403      65.5441
    6932      18.5804      65.1955
    6933      15.6890      26.8858
    6934      19.0999      66.9221
    6935      19.1192      66.5276
    6936      18.5526      67.1801
    6937      15.6673      27.3319
    6938      15.5905      26.6844
    6939      18.5363      65.4008
    6940      15.6278      26.9728
    6941      19.0388      67.0547
    6942      18.5927      64.7429
    6943      18.6420      67.6881
    6944      18.5739      64.5836
    6945      15.6945      26.4714
    6946      15.6441      27.0886
    6947      15.5926      27.3290
    6948      15.5650      27.0961
    6949      18.6083      64.9635
    6950      18.6081      65.7542
    6951      15.6994      26.9345
    6952      15.5875      26.5540
    6953      15.5789      26.2669
    6954      15.6045      26.4587
    6955      15.7227      26.9183
    6956      19.0716      67.0008
    6957      15.4865      26.3391
    6958      15.6017      26.6993
    6959      15.4629      27.1550
    6960      15.6450      26.5707
    6961      15.5313      26.1155
    6962      15.5027      26.7753
    6963      15.5389      26.5441
    6964      15.6819      26.9737
    6965      15.6530      26.8148
    6966      15.4947      26.6133
    6967      15.6475      27.1274
    6968      15.6311      26.8557
    6969      15.6184      27.3438
    6970      15.5150      26.3907
    6971      18.5466      65.1315
    6972      15.6185      26.8487
    6973      15.4558      26.3957
    6974      15.6921      27.2014
    6975      19.5963      74.7078
    6976      15.5231      27.0943
    6977      15.4501      26.7524
    6978      15.6138      27.2257
    6979      18.6123      64.7082
    6980      15.5031      26.6515
    6981      18.6187      67.6466
    6982      15.5859      26.6510
    6983      19.6226      76.3833
    6984      15.4869      26.7486
    6985      15.4447      26.7755
    6986      15.5817      27.0006
    6987      15.5981      26.6170
    6988      15.6847      26.8749
    6989      15.4570      26.6777
    6990      15.6288      26.9620
    6991      15.6196      26.9090
    6992      15.6491      26.9778
    6993      15.4346      26.9009
    6994      15.4383      27.1243
    6995      15.6162      27.0970
    6996      15.6676      27.5946
    6997      15.6651      26.8632
    6998      18.5382      63.5107
    6999      18.5214      63.4622
    7000      15.6640      26.5971
    7001      15.6281      26.8930
    7002      15.6734      27.3179
    7003      15.6343      27.4262
    7004      20.0834      81.0814
    7005      18.5499      65.1027
    7006      15.6082      26.7870
    7007      19.5840      75.9585
    7008      15.6576      27.0070
    7009      15.5818      26.3915
    7010      18.5884      64.8096
    7011      18.6420      66.6444
    7012      15.6584      27.0866
    7013      15.5021      26.4386
    7014      15.6036      27.0784
    7015      15.4963      26.7406
    7016      18.9206      66.9542
    7017      15.6249      26.8565
    7018      15.5173      27.1279
    7019      19.6199      76.1138
    7020      19.6446      76.6958
    7021      15.5768      26.5566
    7022      19.5445      76.2669
    7023      15.5600      26.4659
    7024      15.7032      27.3114
    7025      15.4943      26.3508
    7026      19.0466      70.6752
    7027      15.6262      26.7043
    7028      19.0843      70.7205
    7029      19.0041      70.8974
    7030      15.4782      26.9900
    7031      15.6663      26.5304
    7032      15.5122      27.1127
    7033      15.6253      27.1237
    7034      15.6320      27.0498
    7035      15.6494      26.9416
    7036      18.7739      68.6560
    7037      18.9603      70.6061
    7038      19.0069      70.6724
    7039      15.4757      27.6460
    7040      18.7705      68.8494
    7041      15.4463      26.8544
    7042      15.5584      26.8774
    7043      15.5496      27.0683
    7044      15.5406      27.1010
    7045      15.5310      26.9568
    7046      19.0420      70.3066
    7047      15.5070      27.0756
    7048      15.6384      27.3593
    7049      18.8293      68.5862
    7050      15.5778      26.6750
    7051      15.6489      26.8431
    7052      15.5627      26.8249
    7053      19.8482      78.0319
    7054      15.6312      27.4513
    7055      15.4977      27.8124
    7056      18.9631      70.2900
    7057      15.5448      26.3589
    7058      18.7227      68.6024
    7059      18.7637      68.6279
    7060      15.6275      26.9880
    7061      15.5814      26.7406
    7062      15.5673      26.6212
    7063      18.6531      65.7001
    7064      15.5946      26.6462
    7065      15.4838      26.7587
    7066      15.6509      27.0507
    7067      18.5164      65.5170
    7068      15.4555      26.7616
    7069      18.9927      70.3077
    7070      15.5078      27.5855
    7071      18.4719      65.3391
    7072      15.5441      26.8983
    7073      15.6599      27.4429
    7074      15.7252      27.2532
    7075      15.4994      26.5800
    7076      15.6695      27.0778
    7077      15.5717      27.4800
    7078      15.5064      27.1665
    7079      15.6547      27.0736
    7080      15.5416      27.0343
    7081      18.9504      70.3805
    7082      15.5849      26.9285
    7083      15.5305      26.9346
    7084      15.5621      26.7801
    7085      18.9736      70.2368
    7086      15.5045      26.9903
    7087      15.5685      27.3934
    7088      15.5071      26.7953
    7089      15.5354      26.7215
    7090      15.5022      26.2784
    7091      15.6325      27.0929
    7092      15.5948      26.9078
    7093      15.5462      26.9044
    7094      15.6419      27.1723
    7095      15.4872      27.0569
    7096      15.5100      26.8823
    7097      15.4893      27.2175
    7098      15.5301      26.8133
    7099      15.4815      26.9910
    7100      15.7003      27.1019
    7101      15.5556      26.7097
    7102      15.5837      27.0466
    7103      15.5855      26.8110
    7104      15.6169      27.3029
    7105      15.5159      27.7298
    7106      15.6230      26.9390
    7107      15.5080      27.0987
    7108      15.4661      26.8001
    7109      18.5326      65.2845
    7110      15.6029      26.8640
    7111      15.5377      26.5763
    7112      15.3730      26.6435
    7113      15.4873      26.8777
    7114      15.4685      26.9079
    7115      15.6234      27.4153
    7116      15.6092      27.0268
    7117      15.4440      26.8182
    7118      18.7249      67.4879
    7119      15.4884      26.9189
    7120      15.6743      27.4626
    7121      15.5235      26.6147
    7122      15.5058      26.9133
    7123      15.6270      27.5124
    7124      15.6431      27.0558
    7125      15.4267      26.9817
    7126      15.4257      26.3934
    7127      15.4728      27.0171
    7128      15.4784      27.1277
    7129      15.5088      27.2874
    7130      15.5178      27.1160
    7131      15.4733      26.7827
    7132      15.4963      26.4538
    7133      15.6257      27.5138
    7134      15.4385      26.8505
    7135      15.6086      27.1752
    7136      15.4525      26.8555
    7137      15.6054      26.8967
    7138      15.5839      27.0071
    7139      15.6697      27.6231
    7140      15.5775      26.7994
    7141      15.4506      27.0623
    7142      15.6476      27.4113
    7143      15.5618      26.2277
    7144      15.4374      26.7590
    7145      15.6736      27.6673
    7146      15.6516      27.7281
    7147      15.5623      26.9821
    7148      15.6196      26.8914
    7149      15.6363      27.3099
    7150      15.4837      26.9081
    7151      15.4739      26.9076
    7152      19.8413      78.8995
    7153      15.4724      26.4362
    7154      15.4528      26.3160
    7155      15.5927      26.5658
    7156      15.5719      26.9353
    7157      18.5784      67.3866
    7158      15.4704      26.7344
    7159      15.6104      26.6245
    7160      18.5398      65.7683
    7161      15.4304      26.7674
    7162      15.5394      26.1953
    7163      15.6200      27.0292
    7164      15.4593      26.4922
    7165      15.5548      26.8429
    7166      15.6337      26.6294
    7167      18.4481      64.9752
    7168      15.5518      26.8193
    7169      15.5753      26.5156
    7170      19.8854      78.5751
    7171      15.5191      26.7401
    7172      15.4873      26.8379
    7173      15.5305      26.9459
    7174      18.4943      64.6857
    7175      15.4756      27.0326
    7176      15.6652      27.0085
    7177      19.0201      67.4604
    7178      18.5006      65.4719
    7179      15.5953      26.4488
    7180      15.5603      26.5454
