#Frame          test1   test1[Max]
     635      15.6305      28.0142
     636      15.7199      28.7151
     637      15.6188      27.5341
     638      15.5629      27.2413
     639      15.5566      27.2045
     640      15.7527      29.3508
     641      15.5954      27.5547
     642      15.7151      28.2876
     643      15.6971      27.9930
     644      15.7259      27.9484
     645      15.6953      28.8821
     646      15.7010      27.8522
     647      15.7648      28.0700
     648      15.5815      28.7766
     649      15.7389      28.1430
     650      15.7802      27.7975
     651      15.7019      27.9541
     652      15.7195      28.6950
     653      15.7255      28.5209
     654      15.7691      28.1442
     655      15.7015      28.0615
     656      15.6669      27.2686
     657      15.6815      27.7210
     658      15.6166      27.2410
     659      15.7352      28.2979
     660      15.7519      28.7661
     661      15.6090      26.9819
     662      15.5956      27.2818
     663      15.6408      27.3659
     664      15.7623      27.9274
     665      15.7158      28.2749
     666      15.7720      28.2673
     667      15.7771      29.0469
     668      15.7397      29.3990
     669      15.8549      29.0452
     670      15.7977      28.9330
     671      15.7534      27.4591
     672      15.6870      28.3493
     673      15.7570      28.4794
     674      15.6238      27.1862
     675      15.7243      28.6709
     676      15.7379      28.3307
     677      15.6011      27.1904
     678      15.7796      28.4410
     679      15.7712      28.6163
     680      15.7885      28.1193
     681      15.7628      28.7666
     682      15.6836      27.7078
     683      15.7893      28.9892
     684      15.6758      27.7069
     685      15.7715      29.2784
     686      15.6863      27.8992
     687      15.7675      29.6021
     688      15.6876      27.8009
     689      15.7344      28.9133
     690      15.7295      29.4585
     691      15.6867      27.6675
     692      15.6446      27.4748
     693      15.6657      27.9815
     694      15.6691      28.1994
     695      15.7249      27.8844
     696      15.7054      28.1155
     697      15.7099      28.2161
     698      15.7193      29.0474
     699      15.6748      27.8675
     700      15.6766      27.5174
     701      15.5837      26.7928
     702      15.6918      28.0907
     703      15.8348      29.3493
     704      15.7575      27.9304
     705      15.7300      27.4440
     706      15.7118      27.6075
     707      15.7503      27.8654
     708      15.6805      28.0920
     709      15.7159      27.6535
     710      15.7377      28.2235
     711      15.5929      29.1318
     712      15.6843      27.8888
     713      15.6127      27.3421
     714      15.7388      28.6488
     715      15.5793      27.1130
     716      15.6581      27.4125
     717      15.5880      27.2915
     718      15.6986      27.9259
     719      15.6821      27.5256
     720      15.6269      27.3403
     721      15.7059      27.3378
     722      15.5848      28.8063
     723      15.7374      27.8436
     724      15.6879      28.1170
     725      15.7001      28.1227
     726      15.7914      28.5466
     727      15.5727      26.9963
     728      15.5838      27.5594
     729      15.5809      27.4553
     730      15.5757      27.8721
     731      15.6746      27.5317
     732      15.7082      28.0619
     733      15.6488      28.1129
     734      15.6413      27.0566
     735      15.6210      27.6515
     736      15.6742      28.1506
     737      15.7238      27.7557
     738      15.7665      27.1739
     739      15.6793      27.5802
     740      15.7308      28.2192
     741      15.7150      27.8501
     742      15.6696      27.2893
     743      15.7526      28.1475
     744      15.7687      28.3916
     745      15.7061      27.9657
     746      15.6760      28.2560
     747      15.8094      29.5684
     748      15.8019      29.4913
     749      15.7215      27.3242
     750      15.7208      27.7653
     751      15.7488      27.6854
     752      15.7787      27.7035
     753      15.7846      27.8389
     754      15.7334      28.2184
     755      15.7789      27.9773
     756      15.7535      28.2059
     757      15.7596      28.0173
     758      15.8057      28.1008
     759      15.7426      28.1594
     760      15.6366      27.2714
     761      15.7158      27.8920
     762      15.7538      28.4589
     763      15.5846      27.1827
     764      15.7087      27.6858
     765      15.7087      27.7048
     766      15.7183      28.1397
     767      15.8008      28.0259
     768      15.7257      27.9747
     769      15.7294      28.1536
     770      15.7290      28.1094
     771      15.7350      27.6736
     772      15.7796      28.5617
     773      15.7864      27.6518
     774      15.6117      28.3936
     775      15.6972      28.0449
     776      15.6917      28.3618
     777      15.7165      27.9499
     778      15.7292      28.4172
     779      15.7060      27.5758
     780      15.6774      27.8236
     781      15.6569      27.5875
     782      15.7248      27.6364
     783      15.6603      27.6244
     784      15.7398      27.7782
     785      15.6743      28.5658
     786      15.6740      27.8569
     787      15.6749      28.0183
     788      15.6985      28.2460
     789      15.7112      27.9420
     790      15.7585      28.3137
     791      15.7209      28.0984
     792      15.6716      27.7879
     793      15.7376      27.7648
     794      15.6771      27.8315
     795      15.6867      27.5897
     796      15.6721      28.1477
     797      15.6249      27.3541
     798      15.6501      27.4206
     799      15.6974      27.5144
     800      15.6100      27.1686
     801      15.6785      28.0975
