#Frame          test1   test1[Max]
     524       7.3520      12.6609
     525       7.5776      12.3177
     526       7.3956      12.7473
     527       7.3761      12.2423
     528       7.5431      12.2120
     529       7.5508      12.3709
     530       7.5790      12.5009
     531       7.5003      12.3688
     532       7.5164      12.6517
     533       7.5836      12.3682
     534       7.5766      12.3910
     535       7.5914      12.2501
     536       7.5761      12.6383
     537       7.4731      12.4482
     538       7.5262      12.3915
     539       7.4376      11.9336
     540       7.4302      12.3805
     541       7.5119      12.3968
     542       7.5382      12.0660
     543       7.4467      11.9849
     544       7.5906      12.3028
     545       7.5261      12.2379
     546       7.5588      12.5122
     547       7.4832      12.0714
     548       7.4586      11.6745
     549       7.5443      12.1347
     550       7.5080      12.0493
     551       7.4284      11.8088
     552       7.4262      11.6266
     553       7.5358      12.1443
     554       7.3648      11.6523
     555       7.5051      12.4545
     556       7.5457      12.3297
     557       7.5806      12.1873
     558       7.4768      12.4559
     559       7.4774      12.0895
     560       7.5313      12.4750
     561       7.4809      12.4618
     562       7.5903      12.6404
     563       7.6989      12.7761
     564       7.5752      12.3751
     565       7.7131      12.6482
     566       7.6044      12.5946
     567       7.6764      12.6987
     568       7.4734      11.6757
     569       7.4953      11.5750
     570       7.4458      12.0759
     571       7.5196      12.1036
     572       7.5068      12.0094
     573       7.4803      11.7868
     574       7.3315      12.2153
     575       7.4553      11.9176
     576       7.4855      12.0157
     577       7.4990      12.1279
     578       7.4607      11.9168
     579       7.4899      12.1614
     580       7.5398      12.1182
     581       7.5032      11.9019
     582       7.3787      12.0396
     583       7.2233      12.0962
     584       7.3571      11.7979
     585       7.3116      12.0401
     586       7.5843      12.1921
     587       7.2068      11.7744
     588       7.3513      11.7880
     589       7.3805      11.8802
     590       7.5599      12.0778
     591       7.5817      12.1447
     592       7.5231      12.0048
     593       7.5867      12.3453
     594       7.5940      12.6289
     595       7.3865      11.9884
     596       7.4882      12.2069
     597       7.4514      11.8771
     598       7.4503      12.1982
     599       7.5691      12.3827
     600       7.5729      12.3561
     601       7.3814      12.1418
     602       7.4191      11.7648
     603       7.3691      11.8880
     604       7.5554      11.7350
     605       7.3354      11.8619
     606       7.4215      11.8691
     607       7.4606      11.9994
     608       7.3605      12.2301
     609       7.4123      12.2123
     610       7.5391      12.0438
     611       7.5244      12.4934
     612       7.5140      12.5237
     613       7.4646      12.0833
     614       7.3540      11.8718
     615       7.5105      12.3127
     616       7.5258      12.2617
     617       7.5138      12.3376
     618       7.4050      12.6513
     619       7.5870      12.5313
     620       7.4658      12.0855
     621       7.5853      12.1355
     622       7.5408      12.4067
     623       7.5681      12.4689
     624       7.5068      12.1653
     625       7.6290      12.5885
     626       7.6190      12.5849
     627       7.6926      12.8760
     628       7.5904      12.7313
     629       7.5379      12.5627
     630       7.5408      12.4402
     631       7.6097      12.5884
     632       7.4373      12.5745
     633       7.5054      11.9599
     634       7.4382      12.5701
     635       7.5290      11.5991
     636       7.6248      12.7754
     637       7.4674      11.6524
     638       7.4849      12.3842
     639       7.4476      12.0968
     640       7.5445      13.5916
     641       7.4751      12.2385
     642       7.5106      12.1714
     643       7.5962      12.1064
     644       7.5922      12.1448
     645       7.5288      11.8309
     646       7.4935      12.1425
     647       7.6633      13.0133
     648       7.4484      12.0389
     649       7.3746      12.0197
     650       7.4427      12.6963
     651       7.6628      12.6347
     652       7.4038      13.0001
     653       7.4661      12.0818
     654       7.5536      12.8464
     655       7.5147      11.6609
     656       7.5244      12.0798
     657       7.5073      12.3223
     658       7.4549      11.9981
     659       7.5269      13.3488
     660       7.4523      13.0320
     661       7.4924      12.3564
     662       7.4736      12.3804
     663       7.5408      12.2096
     664       7.5814      13.2774
     665       7.6558      13.5125
     666       7.7899      12.5346
     667       7.5776      12.9541
     668       7.5262      12.8409
     669       7.6017      13.3367
     670       7.4360      12.6658
     671       7.7532      12.6858
     672       7.7744      12.4800
     673       7.7662      12.5826
     674       7.5584      13.0696
     675       7.8192      12.7174
     676       7.7514      12.5910
     677       7.5178      12.9787
     678       7.6864      13.7081
     679       7.6085      12.9865
     680       7.7392      12.0643
     681       7.5085      12.8571
     682       7.6983      12.4967
     683       7.6864      12.6916
     684       7.4515      12.0340
     685       7.6627      12.7829
     686       7.5027      11.8360
     687       7.5367      12.8151
     688       7.6935      12.4548
     689       7.5471      13.0614
     690       7.4812      12.8478
     691       7.5517      12.1207
     692       7.5673      12.9897
     693       7.4792      12.1888
     694       7.4953      12.3837
     695       7.4281      11.6371
     696       7.5226      12.3681
     697       7.4705      11.9750
     698       7.5161      12.6003
     699       7.6536      12.7502
     700       7.4814      12.1485
     701       7.6205      13.3445
