#Frame           COM3       ANGLE3
     166       4.0904     165.4290
     167       4.1299     163.0270
     168       3.9845     154.7277
     169       4.3390       9.3922
     170       4.2614     152.9623
     171       4.1520      18.8781
     172       3.9592     157.2681
     173       4.3057       4.0949
     174       4.1638     168.0138
     175       4.0680       8.5626
     176       3.8993      12.9983
     177       4.2433     167.4537
     178       4.0188     161.3515
     179       4.4127     160.9249
     180       4.0965      10.5999
     181       4.2743     160.4433
     182       4.1402     157.3564
     183       3.9728     164.5326
     184       4.1851     161.8069
     185       4.2120     155.1680
     186       3.7864     164.6488
     187       4.1583     145.9159
     188       4.0385      20.3389
     189       3.8550     160.8987
     190       4.4499      16.1825
     191       3.9249     150.6332
     192       4.2443     152.7292
     193       4.0236       6.2540
     194       3.7809     153.4004
     195       4.4147     150.6824
     196       3.7814     156.9161
     197       4.3949     148.6178
     198       3.7579     145.0248
     199       3.8114     152.0401
     200       4.3801     147.0444
     201       3.9587     165.6808
     202       4.0599     167.6462
     203       3.9474      16.5840
     204       3.7802      14.6054
     205       4.3812      18.4871
     206       3.7692     167.7385
     207       3.8501      22.7518
     208       4.2616     142.5683
     209       3.9131     145.4527
     210       4.1804     166.9996
     211       4.0253     161.6247
     212       4.3666     145.3869
     213       4.4091      15.9575
     214       4.6346     150.9142
     215       4.1174      15.0734
     216       4.1406     158.0880
     217       4.4203     163.9141
     218       4.4324       9.3456
     219       3.9933     148.4814
     220       4.1404     152.9035
     221       4.1973     164.0671
     222       4.0208      13.0244
     223       4.5058     161.7006
     224       4.1013      16.7871
     225       3.7955     174.5062
     226       3.7725     163.6647
     227       4.1365     168.0192
     228       4.3718       8.8374
     229       3.8596       8.2598
     230       4.2568       9.1365
     231       3.9002     165.0864
     232       3.8028     163.7132
     233       4.2522     154.7535
     234       4.2195     158.9266
     235       4.1845     164.5212
     236       4.1355     143.3988
     237       4.6155     154.3876
     238       3.8767     164.8423
     239       4.2361      17.8860
     240       4.0994     158.6251
     241       4.0003      13.5486
     242       4.2536     157.8070
     243       4.3373     167.1345
     244       3.8484     153.2013
     245       4.4063     154.4161
     246       3.9235     160.3920
     247       4.5193     160.0534
     248       4.6647     163.7363
     249       4.2350     161.1060
     250       4.1464     164.6829
     251       4.4374     156.2688
     252       4.1818     161.4188
     253       4.2614     148.9994
     254       4.7277     150.6737
     255       4.5066     149.1704
     256       4.1943     162.3199
     257       4.5386     160.2604
     258       3.9605      13.2714
     259       4.3139      15.1173
     260       4.0766     165.3641
     261       4.1599     155.0605
     262       4.3532     165.1211
     263       3.9998     158.9996
     264       4.1373      11.5409
     265       3.7673     158.6759
     266       4.1602     155.3161
     267       4.1793     158.7147
     268       3.9231     145.0034
     269       4.0959     166.8579
     270       4.3547     154.9562
     271       3.7073     164.3614
     272       3.8837     156.3065
     273       4.8047     139.3661
     274       3.7012     169.0588
     275       4.1893     163.8054
     276       3.9920     158.9248
     277       4.5697     159.8697
     278       3.8601     167.0591
     279       3.8455     158.4001
     280       4.1737     154.3635
     281       3.9902     170.3986
     282       4.1725     151.2469
     283       4.1828      18.9179
     284       3.7956     167.8242
     285       4.2517     153.7881
     286       4.5005     166.2183
     287       4.2839     164.0522
     288       3.9552     157.9430
     289       4.1097     156.7142
     290       3.7853     160.8661
     291       3.9741       6.3467
     292       4.1001     160.2000
     293       3.8048       4.4610
     294       4.5990      16.3187
     295       4.1446     158.1473
     296       4.3218      17.2033
     297       3.9409     146.1056
     298       3.9504     159.3847
     299       3.8625      19.5474
     300       4.5519     158.6675
     301       4.2775     159.3075
     302       3.9302     153.8678
     303       4.1840     160.0107
     304       4.2316     160.4367
     305       4.0551      12.5939
     306       4.0378      10.8044
     307       4.5572      13.6475
     308       3.6776     153.7817
     309       3.8550     149.3675
     310       4.4500     157.8312
     311       4.2259     155.3381
     312       3.8230      11.4955
     313       4.6694       5.4144
     314       4.2118     172.9235
     315       3.9701     159.1807
     316       4.2352     153.8147
     317       3.8814     157.4743
     318       3.8063      16.2963
     319       4.4539     172.2379
     320       4.1452     164.9544
     321       3.8406      25.6195
     322       4.3238      20.4765
     323       3.9509     155.0143
     324       3.9926     166.2693
     325       3.6907     174.2826
     326       3.8344      13.5311
     327       4.9137     159.0540
     328       4.1960     160.8086
     329       4.6004     155.6232
     330       4.9536     138.5100
     331       4.7020     166.3937
     332       4.1333     145.9671
     333       4.1956     159.2226
     334       4.2647     143.1501
     335       3.5623     157.1663
     336       3.8628     158.8888
     337       4.0725     145.7493
     338       4.5157     151.7822
     339       3.9581       3.4547
     340       3.6700      16.0326
     341       4.1891     164.4808
     342       3.9007     164.6325
     343       3.6829     172.7606
     344       4.1359     155.5879
     345       4.6130     167.3940
     346       4.1984     161.4499
     347       4.1681     158.8692
     348       3.8871     146.1979
     349       4.0316     163.4641
     350       4.4569     151.6427
     351       3.9737     151.0246
     352       4.0869     163.5664
     353       4.1747     154.2910
     354       4.5752     160.0833
     355       4.8299     169.8185
     356       4.4346     149.7135
     357       4.2507     157.4262
     358       4.2951     148.7193
     359       4.0311      13.2190
     360       4.2894     159.9900
     361       4.2741     147.2017
     362       4.4151     168.3045
     363       4.2093       9.8402
     364       3.9953     168.2894
     365       3.9723     164.5538
     366       4.2983     168.0197
     367       3.8183     168.7550
     368       4.5172     157.5152
     369       3.8196     165.1336
     370       4.0970     159.5222
     371       4.2735     150.1271
     372       4.4472     155.8108
     373       3.9995     162.3734
     374       4.3510      19.0887
     375       4.0732     150.3910
     376       4.2145     154.3828
     377       4.1433     164.1880
     378       4.2958     173.6309
     379       4.2086     159.1080
     380       4.7123      25.8954
     381       4.3980     164.0828
     382       4.1618     145.6725
     383       4.3563      24.6021
     384       4.1087     168.8519
     385       3.8963      13.7165
     386       4.2373      31.4385
     387       4.5127     157.3090
     388       4.5779     140.2895
     389       3.8352     155.9091
     390       4.0830     142.3156
     391       4.0932     156.1270
     392       4.3988     155.0511
     393       4.8696     149.7273
     394       4.3967     168.8879
     395       4.4210     160.6877
     396       3.9763     169.3572
     397       4.3441     150.1882
     398       4.2446     151.5236
     399       4.3917     158.9260
     400       4.1986     164.9791
     401       4.5254      31.9264
     402       4.1791     152.6699
     403       4.1295     172.4371
     404       3.6550     163.7395
     405       3.7892     154.8324
     406       3.8264     164.2200
     407       4.1255       5.3881
     408       4.1314     162.3682
     409       3.9184     164.8122
     410       4.3678      10.3537
     411       3.9801     164.0045
     412       4.0386     172.6147
     413       4.0855     163.0669
     414       3.8025     161.1291
     415       4.0990     159.0998
     416       3.8336      16.1337
     417       3.9083     165.9232
     418       3.6589     155.0328
     419       4.1105      11.7926
     420       4.1668      15.5235
     421       4.0750      21.5608
     422       3.7916     161.1343
     423       3.8246     164.6049
     424       4.3218      18.3702
     425       3.9695     159.5557
     426       4.4703     160.5327
     427       3.9871      10.9155
     428       4.2350     156.8749
     429       4.4997     163.2321
     430       3.8749     160.1551
     431       4.5138     159.0419
     432       4.3587      28.6635
     433       4.3329      13.3698
     434       4.2588     165.5455
     435       4.1998     159.5505
     436       3.8339     159.3289
     437       4.7358     159.3900
     438       3.9640     163.0004
     439       3.9301     174.7183
     440       4.9194      19.8357
     441       3.8515     161.2091
     442       4.2264     150.1953
     443       4.0286     161.3803
     444       4.7719       9.6859
     445       4.3265     162.7009
     446       4.0200       6.5943
     447       4.1842      26.3528
     448       4.2312     161.7876
     449       3.9706      35.6631
     450       4.3358     149.4047
     451       4.3448     156.2537
     452       4.1422     163.9175
     453       3.7728     161.8048
     454       4.4268     151.8008
     455       4.4132     148.4634
     456       3.6470     154.2272
     457       4.0013     166.7871
     458       3.7298     156.7294
     459       3.8558     158.6385
     460       3.6557     170.1697
     461       4.4544     155.1610
     462       4.5849     160.6182
     463       4.1777     158.0382
     464       4.0621     163.2416
     465       4.3670     166.8578
     466       4.0414      13.5492
     467       3.6861     171.5672
     468       4.6873     158.8651
     469       4.4577     164.9911
     470       3.7988     168.3162
     471       4.1549     161.3366
     472       4.1249     170.5020
     473       4.1477      21.2518
     474       4.2274     169.5631
     475       3.9263      18.6551
     476       3.9460     165.8406
     477       4.2186     157.1967
     478       4.6247     160.6714
     479       3.7390      21.5661
     480       3.6587      16.4365
     481       4.3207     143.4462
     482       5.2988     152.4862
     483       4.1397     151.7149
     484       3.6053     164.6728
     485       4.1681     158.5295
     486       3.4658     158.1614
     487       4.1723     162.7852
     488       4.1244     157.9573
     489       4.0873     152.2665
     490       4.0034     147.4654
     491       3.7262     160.3210
     492       3.7950     159.5396
     493       4.2776     163.5566
     494       3.9829     149.8059
     495       4.0820     158.2504
     496       3.9600     160.5437
     497       4.0326     162.3807
     498       4.1147     168.2318
     499       3.8128     163.9356
     500       4.2630      19.6210
     501       3.9967     154.0084
     502       4.2627     168.5582
     503       4.0342     165.4041
     504       3.9252     145.3689
     505       4.1406     162.1185
     506       4.3287     161.3369
     507       3.9664     156.5974
     508       4.3115      13.2431
     509       4.2423      23.0081
     510       4.0951     149.9219
     511       3.9141     141.4273
     512       4.3052      21.9743
     513       3.9091     157.8403
     514       3.8202     164.1522
     515       4.4122     155.7395
     516       3.6106     168.2770
     517       4.0739     155.4927
     518       4.0121     163.9428
     519       4.1306     148.5857
     520       4.2872     161.6945
     521       4.1908     149.1978
     522       4.4584     150.9807
     523       4.6737     162.5777
     524       4.0602     158.0030
     525       4.0951     151.4201
     526       4.1911       7.8932
     527       4.3013     161.2691
     528       4.0182     173.7950
     529       5.0568     168.1589
     530       4.4634     142.5994
     531       4.0336     156.7116
     532       4.7632     154.0589
     533       4.1060     144.2829
     534       4.5836     140.6726
     535       4.1187     139.6112
     536       4.3070     153.7377
     537       4.4923     161.9585
     538       4.2257     164.6483
     539       4.8024     153.3918
     540       4.5336      13.2756
     541       4.7375     149.0904
     542       4.3176     161.4683
     543       4.6532     154.1261
     544       4.0915     160.1647
     545       4.4861     150.2502
     546       4.8210      20.4695
     547       4.1868     167.7974
     548       3.8133     165.5670
     549       4.2311      23.1902
     550       3.9470     155.2436
     551       3.8374     170.3939
     552       3.8213      15.2173
     553       4.0611     153.6307
     554       4.1734     156.0929
     555       4.6329     173.6896
     556       4.4467     165.0544
     557       4.6459     149.2380
     558       4.1026     157.7337
     559       4.2214     145.8292
     560       4.6504     145.0418
     561       4.4877     144.2523
     562       4.6288     154.7792
     563       4.9163     137.3151
     564       5.3104     143.0465
     565       4.6249      10.2323
     566       4.9937     146.8489
     567       4.3948     146.5855
     568       4.0856      28.1367
     569       3.8480     158.7102
     570       3.8935     154.8468
     571       3.9024      28.7337
     572       4.1112      29.8710
     573       3.6226     158.9194
     574       4.1126     163.0315
     575       4.2378     150.0240
     576       4.0556      15.9813
     577       3.9712      13.9767
     578       3.9216      10.9339
     579       4.1367     167.7051
     580       3.7382      21.3297
     581       3.9428     160.9543
     582       4.2276     159.5820
     583       4.7566      11.9479
     584       4.1974     167.8969
     585       3.7666     156.6618
     586       4.4017     155.5544
     587       3.9164     157.6094
     588       4.1330     173.8386
     589       4.0149      26.9802
     590       4.1951     163.9893
     591       4.1590     158.9555
     592       4.1694      17.1262
     593       4.1684     169.5802
     594       4.3325     145.6579
     595       4.1646     163.8848
     596       4.2736      21.8265
     597       4.3651       2.2800
     598       4.2057     159.9224
     599       4.3479     156.4223
     600       4.1949      15.2159
     601       3.7121     167.1617
     602       4.0137     148.9054
     603       3.8402     169.5217
     604       4.6163     156.6484
     605       4.3700     161.4387
     606       3.8866       6.1029
     607       4.3037     166.2133
     608       4.5991     153.0532
     609       4.5205     152.6921
     610       3.6196       7.1346
     611       4.0662      14.6649
     612       4.3894      15.6192
     613       3.7539     167.8494
     614       4.0294     167.8046
     615       4.6268     151.5740
     616       3.7977      21.9416
     617       4.3400      18.0202
     618       4.5817     153.4683
     619       3.9823     152.7111
     620       3.8174     154.0104
     621       4.0998     163.3972
     622       4.0587     151.2997
     623       4.5456     167.7792
     624       3.9701     158.2579
     625       4.2941     159.9986
     626       4.4142     170.7396
     627       3.9908     166.1484
     628       4.3055     169.4579
     629       4.3107     153.1321
     630       3.5833     165.1476
     631       4.2064     150.7339
     632       4.1462     151.5314
     633       3.9183     164.6965
     634       4.2300     161.4817
     635       3.6892     165.7060
     636       4.2807      11.4229
     637       3.8969       4.1895
     638       4.1962     160.7596
     639       4.1540     156.4039
     640       4.1690     162.2329
     641       4.5596     154.7653
     642       3.8611     166.8978
     643       4.5486     145.2501
     644       4.0632     162.6202
     645       4.5284     158.2409
     646       4.3654     158.9495
     647       4.2768      13.6252
     648       4.3298     151.0011
     649       4.2229     151.3337
     650       4.2761     159.3146
     651       3.8305      23.6854
     652       3.8043     156.5976
     653       4.2008     155.7104
     654       4.1585     161.5730
     655       3.6480     172.5478
     656       4.0328     153.7891
     657       3.7744     154.3279
     658       3.6044      21.4059
     659       4.0543      14.2783
     660       4.5507      12.6419
     661       4.1270     164.6487
     662       4.1759     154.5910
     663       4.4760      10.8806
     664       4.5900      29.3997
     665       4.2016     167.3402
     666       3.8488      19.9625
     667       4.6300      17.1370
     668       4.6659      27.1456
     669       3.9248     160.8626
     670       4.0827     162.1170
     671       3.8071     149.9995
     672       4.0242      13.6827
     673       3.7699     162.2124
     674       4.4509     154.4395
     675       4.1971     154.6620
     676       3.9990       8.1004
     677       5.0233     155.2358
     678       4.2366     166.0522
     679       4.8508     165.7515
     680       4.1877     165.9110
     681       3.9400       2.6882
     682       4.1222      13.1432
     683       3.7664      15.8677
     684       3.7743      17.4973
     685       3.9721     164.2160
     686       4.0152     157.0867
     687       3.7457       5.7936
     688       3.9826      15.4547
     689       4.4609       2.4622
     690       4.4219     149.9982
     691       4.1591     150.1555
     692       4.4454      22.6481
     693       4.4529      28.7640
     694       4.3606      16.4487
     695       4.3287      26.6450
     696       4.0706      36.9697
     697       4.4224       5.2418
     698       4.3834     164.5063
     699       4.5329      12.2869
     700       4.0049      11.6284
     701       4.2900     151.9119
     702       4.0936     170.2453
     703       4.1185      16.7512
     704       3.5677       5.7140
     705       3.5675       8.0487
     706       4.0955     158.4580
     707       3.9764       1.7405
     708       3.8897      22.8967
     709       4.4142     163.1345
     710       4.2200      33.8255
     711       4.3284     143.8825
     712       3.8556      13.8124
     713       4.7561     148.2615
     714       3.9000       5.6051
     715       3.9494     150.0022
     716       3.6431     155.3257
     717       4.8297     162.0456
     718       4.0369      36.8610
     719       4.1064     151.3247
     720       4.1981     159.7898
     721       3.9606       9.8432
     722       4.0292     155.7174
     723       3.7895     162.4042
     724       4.2284      25.9935
     725       4.3390     145.3540
     726       4.5590     162.9853
     727       4.9534      15.6896
     728       4.1183     148.8685
     729       4.0209     154.6355
     730       4.3655     158.7295
     731       3.8971       9.3014
     732       3.9624       3.2957
     733       3.7437     148.7138
     734       3.5330     157.2243
     735       4.3174     159.9819
     736       3.5663     161.7422
     737       4.7217      21.0877
     738       4.5824       8.5491
     739       3.8289     155.6586
     740       3.7834     165.1919
     741       3.8413     166.6094
     742       4.5876     166.2514
     743       3.5377      17.1991
     744       3.8721     157.1627
     745       3.9226     146.9479
     746       3.8063      21.5294
     747       4.2379     144.3266
     748       4.3247     156.3067
     749       3.9549     157.1515
     750       4.2370     155.6369
     751       3.8165     150.0387
     752       4.2257      28.1316
     753       3.8261     159.7093
     754       3.9701     154.2133
     755       4.3346     143.6337
     756       4.0022     162.9305
     757       4.0515     148.9890
     758       3.7700     159.8867
     759       3.6824     167.1004
     760       4.0412     150.2860
     761       4.0216     170.3754
     762       3.7486      15.3952
     763       3.5876     151.4197
     764       4.0881     154.1096
     765       4.4374     155.7442
     766       4.2809      10.6037
     767       3.8864     174.1311
     768       3.7053     148.4189
     769       3.9778     158.0085
     770       3.6125     158.6805
     771       4.5112     165.0754
     772       4.1060     152.0622
     773       3.8920     151.3558
     774       4.3916     140.0797
     775       4.0076       7.0387
     776       4.1567     166.2198
     777       4.1235      18.5742
     778       3.8751      20.3262
     779       4.0929     159.0904
     780       3.8937     157.3616
     781       4.0594     159.0619
     782       3.8518     166.2510
     783       3.9123     157.3217
     784       4.4110     165.8496
     785       4.0311     159.0967
     786       3.9297     147.2441
     787       4.1073     167.2770
     788       3.7436     148.7059
     789       3.9716      14.0510
     790       3.5694     159.3543
     791       4.0662     162.8934
     792       3.9799     152.7269
     793       4.2915     162.2482
     794       4.0877     154.4481
     795       3.9667      19.3103
     796       4.1546     161.1033
     797       4.4109     148.1258
     798       3.9470     167.2456
     799       3.9669     162.6603
     800       4.0881     156.3364
     801       4.1006     159.3516
     802       3.8029     160.1765
     803       3.8292     152.0539
     804       4.0241     165.8427
     805       4.1862     149.6289
     806       4.3416     145.6956
     807       3.7342     152.9802
     808       3.9994     151.3748
     809       3.7592     167.0254
     810       4.0706     151.4260
     811       3.9561     164.0253
     812       3.9389     146.0122
     813       3.5854     168.9495
     814       4.1169     164.1921
     815       3.6333      13.2959
     816       4.1091     154.2797
     817       4.1954     154.6236
     818       3.8556     151.0418
     819       4.3253     160.4339
     820       4.1125     154.1503
     821       4.2977     153.7264
     822       4.5091     148.6858
     823       3.8181      15.5056
     824       4.5732     144.2329
     825       3.7616     153.0323
     826       3.6677     162.1305
     827       4.1427     139.0597
     828       4.0840     148.5828
     829       3.9155     144.1298
     830       4.1447      36.8838
     831       3.8661     138.7826
     832       4.1981     152.9963
     833       4.1622      23.8869
     834       4.5222      10.7292
     835       4.1973      18.8550
     836       4.3565      23.3744
     837       4.0968      31.6483
     838       3.9884     163.8985
     839       4.3863     149.6881
     840       3.9125      13.8137
     841       3.9833     158.7523
     842       4.0921      22.5764
     843       4.3450      21.4438
     844       4.1389     143.3623
     845       4.3109     152.2509
     846       4.1546     141.8986
     847       4.2125     141.9136
     848       4.2759     136.8880
     849       4.1493      15.3888
     850       4.2866      22.8360
     851       4.3756     154.0060
     852       3.8882     156.3746
     853       4.4235      24.5648
     854       4.0937     167.7490
     855       3.8279     168.7662
     856       4.1160     158.5376
     857       4.0985      28.8889
     858       4.0085      15.3218
     859       4.2251      15.5825
     860       4.1241     146.4267
     861       4.3607     148.0348
     862       4.1669     154.0156
     863       4.2467     160.2362
     864       3.7231     157.7157
     865       3.9398     166.7377
     866       4.0074     155.9581
     867       4.1023     156.5597
     868       3.9808     149.2652
     869       3.8801     160.7250
     870       4.2403     152.7802
     871       4.5602      18.4778
     872       3.6659     165.9835
     873       4.0484     169.6459
     874       4.3238     162.5434
     875       3.8756      10.3093
     876       4.2187      24.4294
     877       3.9706     164.8704
     878       4.0600     150.9394
     879       4.0097     161.4254
     880       4.0138      10.7441
     881       4.1621      26.4700
     882       4.3981     161.7202
     883       3.9606      23.0125
     884       3.9384      21.9759
     885       4.1594     153.9956
     886       4.1720     148.8370
     887       4.3364     161.3000
     888       4.1725      37.0593
     889       3.8658      14.4528
     890       4.0254     152.2358
     891       4.4126      18.3577
     892       4.1175      26.1241
     893       4.0672       7.8977
     894       3.9459     156.4822
     895       4.1846     141.6859
     896       4.3692     163.2923
     897       4.0384     157.9081
     898       3.8613     156.1145
     899       4.0132     165.6889
     900       3.9899      16.5546
     901       3.8942     165.5597
     902       4.0542     170.4742
     903       4.3099     157.0656
     904       3.8120      17.4700
     905       3.8344      19.6231
     906       4.3338     159.9562
     907       3.9925     159.1442
     908       4.4045     150.2793
     909       3.6654       5.4144
     910       3.8455       9.5681
     911       4.1607     135.5359
     912       4.1130     161.5475
     913       4.1753       5.8897
     914       4.4261     160.2280
     915       3.7485     157.8217
     916       4.0779     161.7197
     917       3.9295     163.9906
     918       3.6431     162.9678
     919       4.2109     162.7683
     920       3.9409     155.6010
     921       5.1383      18.6887
     922       3.7904       6.5466
     923       4.0183     171.3668
     924       4.0230     161.5923
     925       4.3072     153.4085
     926       3.7953     156.2522
     927       3.8292     159.3576
     928       3.7597     165.9171
     929       4.5206     146.5174
     930       3.8456     149.3035
     931       4.1676     153.6874
     932       4.0326      10.2550
     933       3.6912     152.3759
     934       4.0277     160.3854
     935       3.9325      20.0638
     936       4.5989      16.1675
     937       3.8010     165.6798
     938       3.5909      18.2365
     939       4.3706      35.8387
     940       4.2845     167.7967
     941       3.7119     163.0630
     942       3.9139     156.9230
     943       4.2630     139.1740
     944       4.0289     150.8557
     945       4.5621     151.8325
     946       3.8277     169.8844
     947       4.1956     141.7445
     948       4.2710     150.3952
     949       4.4763     147.9668
     950       4.3223     151.7234
     951       3.8260     171.8824
     952       3.9470     163.5616
     953       4.6351     153.9344
     954       3.8860     155.5258
     955       4.5868      20.1222
     956       3.9865     148.1724
     957       3.7426      14.6600
     958       3.7951     145.8037
     959       3.9059     157.2009
     960       3.8074      18.2003
     961       3.8921     152.3852
     962       3.7517     168.1093
     963       3.8633       4.5605
     964       4.2134     155.1757
     965       4.9262      18.5382
     966       3.7307      10.4589
     967       3.5767     161.8210
     968       3.7175     159.9553
     969       3.6612     162.7986
     970       4.5476     153.9194
     971       3.8258      11.6118
     972       4.4535     162.5047
     973       3.8230       5.7833
     974       3.9772      12.2766
     975       3.6690     166.8011
     976       3.8257     151.6111
     977       3.6432       6.3539
     978       3.8030     155.4071
     979       4.2986     160.7613
     980       3.8790     159.6206
     981       3.6555     161.8190
     982       4.2483      18.8175
     983       4.2199     151.6681
     984       4.0057     165.8252
     985       3.8943       6.1859
     986       3.6876      25.2600
     987       3.8929      12.7338
     988       3.9627     160.3369
     989       4.3853     162.0466
     990       4.5735      23.7319
     991       4.2150     151.9102
     992       4.0908     163.4212
     993       4.3581     157.5122
     994       4.5661     141.6388
     995       4.1929       9.2577
     996       4.0449     153.2224
     997       4.3055      16.7257
     998       3.9621       8.4612
     999       4.1766     161.2065
    1000       3.9824     164.5267
    1001       4.0696       8.8864
    1002       3.9531       6.7734
    1003       3.8273     160.3233
    1004       3.8452     161.6828
    1005       4.0032     161.4465
    1006       4.2505     155.5903
    1007       3.8449     157.7216
    1008       3.5896      12.9728
    1009       4.1730     153.3731
    1010       3.9038     166.5309
    1011       3.6523      10.3242
    1012       3.6454     159.7562
    1013       4.0916     169.5666
    1014       3.9219     160.8357
    1015       3.8116     168.0321
    1016       4.0720     141.7143
    1017       4.3703     156.1230
    1018       4.0730     138.5017
    1019       3.8938     168.4530
    1020       3.8172     161.8021
    1021       4.3820     158.9183
    1022       4.4290      20.4349
    1023       4.5401     159.5822
    1024       4.0233     161.4791
    1025       3.6978     161.3273
    1026       4.1042     159.0719
    1027       3.9388     158.1364
    1028       3.7234     154.9472
    1029       4.2564     149.8615
    1030       3.8558     174.6373
    1031       4.1568     154.3494
    1032       3.8176     161.1313
    1033       4.2130      15.8192
    1034       3.9487     167.1288
    1035       3.9936     165.3588
    1036       4.0685     162.8425
    1037       3.8521     152.0976
    1038       3.7449      28.1104
    1039       3.5674     166.2815
    1040       3.9904     158.2949
    1041       4.0815     170.0248
    1042       4.3062     153.5671
    1043       3.8637     156.7859
    1044       3.7760     159.2090
    1045       3.7302      11.5980
    1046       4.0555     143.1649
    1047       4.1873      22.1325
    1048       3.8148     166.4065
    1049       4.4377      23.0499
    1050       3.9293     152.0824
    1051       3.8306     166.3389
    1052       4.0018      30.9846
    1053       4.2730      15.0349
    1054       4.0989     166.2805
    1055       3.7607     157.9883
    1056       3.8441       9.8500
    1057       4.1942     167.2279
    1058       3.8139     157.4671
    1059       3.7458       6.8372
    1060       3.7710     159.8703
    1061       3.8242     152.2760
    1062       4.3681     152.3848
    1063       3.7356     153.4160
    1064       4.0570     158.8055
    1065       3.8324       9.9938
    1066       4.6603     158.1317
    1067       3.6964      14.5735
    1068       4.2266     155.0951
    1069       3.9519     150.7080
