#Frame           COM4       ANGLE4
      96       4.0946       9.7737
      97       3.9218       8.5903
      98       4.1490       9.0559
      99       4.6181      12.2066
     100       3.9666       9.9408
     101       4.1382       3.4745
     102       3.7775       6.3253
     103       4.2602      14.2968
     104       4.2001       7.6834
     105       3.8773      14.8534
     106       4.3004       8.3878
     107       4.2550       6.2953
     108       3.8479       6.1308
     109       3.9524      23.5226
     110       3.9374      18.6726
     111       4.0846       6.8605
     112       3.8149       4.6098
     113       3.9513       4.7012
     114       3.8711      23.1008
     115       3.6682      16.4714
     116       3.9469      21.3978
     117       4.7035      13.2840
     118       3.5050      10.0802
     119       3.9718      14.8445
     120       3.6044       8.9391
     121       3.7702      14.6293
     122       4.0332      14.8531
     123       3.7414       8.2286
     124       4.0108       8.7909
     125       3.7791      11.6194
     126       3.7660       6.7025
     127       3.9634      14.9238
     128       3.8620      18.1256
     129       3.5566       9.9353
     130       4.2145       6.4828
     131       3.8534      16.7341
     132       3.7946      13.6500
     133       3.8524       6.9943
     134       4.3947      21.1472
     135       4.0779       3.2240
     136       3.7354      12.6932
     137       3.9228      22.6532
     138       3.7910      20.1967
     139       4.1968       9.6735
     140       4.0180       8.4360
     141       4.0875       7.1273
     142       4.0000       4.5828
     143       4.1399       5.2365
     144       3.7341      10.2262
     145       4.4367      11.7734
     146       3.8323      20.8045
     147       4.4040       2.8607
     148       3.6754       6.0639
     149       3.6533      18.4291
     150       3.9580       8.2440
     151       4.1682      22.2265
     152       3.8950       6.7268
     153       4.2411      14.7005
     154       4.1191       9.1232
     155       4.1914      14.1731
     156       3.8629       8.4221
     157       4.0413       6.5833
     158       4.2890      11.7505
     159       4.0636      16.1323
     160       4.0175       6.8355
     161       3.9207      11.6472
     162       3.8268       6.5746
     163       4.2285       3.7692
     164       4.1971      11.7996
     165       4.0290      19.8556
     166       4.1129      19.6954
     167       4.5068      19.2153
     168       4.3608      10.3276
     169       3.9587       5.8918
     170       3.9389      10.5782
     171       3.7575       8.3527
     172       4.1512       7.6305
     173       4.2151       8.8307
     174       3.9998      13.2584
     175       3.8359       7.6862
     176       3.9717       8.4026
     177       4.0631      23.2219
     178       4.6974       8.5043
     179       3.8874      18.7220
     180       3.9336       8.5522
     181       3.7028       7.8119
     182       3.8859      17.3006
     183       4.2290       7.0266
     184       3.9559      14.5985
     185       3.7434      12.9514
     186       4.2796      15.6171
     187       4.1099       1.8960
     188       4.1305      13.0192
     189       3.7841       8.3127
     190       4.0612      11.0664
     191       3.9606      22.1546
     192       4.0997      10.6784
     193       3.8437      12.3587
     194       4.3404      19.7737
     195       3.8861      16.6471
     196       3.7790      14.1075
     197       4.1894      14.2471
     198       4.0558      15.0260
     199       4.0229      11.5803
     200       3.7577      19.1539
     201       3.8984      11.9258
     202       3.9778       9.7712
     203       4.4169       6.2128
     204       4.0385      12.9310
     205       3.9278       9.8904
     206       3.9936      22.5265
     207       4.1635      14.7672
     208       3.8972       7.2304
     209       3.7697       8.3236
     210       4.0783       5.2222
     211       3.8326      11.0291
     212       3.7460      10.9231
     213       4.0076       5.4995
     214       3.8782       5.0520
     215       4.2039      13.0624
     216       4.0591       9.7107
     217       4.4070      10.9538
     218       3.6895      15.1490
     219       4.1612      11.6362
     220       3.7820      11.3174
     221       3.9940      17.8570
     222       4.0074      11.6645
     223       3.5090       7.5319
     224       4.4809       8.6734
     225       3.9336      13.9335
     226       3.8828       9.6720
     227       3.8926       2.0398
     228       4.0484      12.8549
     229       3.5621       8.1937
     230       3.8750      14.8116
     231       4.3123      23.2159
     232       3.6111       9.0025
     233       4.1078      12.5196
     234       3.9003      16.6223
     235       3.7972       5.5619
     236       3.8644       1.9656
     237       4.1981      10.3261
     238       3.8839      23.3811
     239       3.7998       3.4997
     240       4.4302      22.6864
     241       4.6431      20.2256
     242       4.2603      10.9516
     243       4.0462      14.6857
     244       4.2590      11.2473
     245       4.0166       8.9626
     246       3.6801      11.0912
     247       4.7408      18.1386
     248       4.0055      14.9508
     249       4.2929      29.9185
     250       3.9818       4.1626
     251       3.8590      19.6678
     252       3.7950      15.8952
     253       4.1515      10.2652
     254       3.7783      14.7520
     255       4.0393      12.6066
     256       4.1492       6.1907
     257       4.3295       6.8154
     258       4.4735       5.2778
     259       4.2177       9.8568
     260       4.0359       4.5158
     261       4.1288       4.5931
     262       4.1133       6.0011
     263       4.2518      11.9785
     264       4.0799       4.8782
     265       4.5154      10.2992
     266       4.3201      33.5504
     267       4.4298       5.7094
     268       3.9700      36.7959
     269       4.2013       9.5327
     270       3.9111      28.2767
     271       4.0529      10.1359
     272       4.2393       4.4447
     273       4.4829      25.9384
     274       4.4523       0.6688
     275       4.1833       9.7864
     276       4.0417      12.9258
     277       4.0814       3.4990
     278       3.8600      15.4282
     279       3.9359       3.0623
     280       4.2610       4.5798
     281       4.0651       4.9927
     282       3.6600       6.3903
     283       4.2411       8.3087
     284       4.0997      11.8340
     285       4.1979      18.8829
     286       4.4623       3.2280
     287       3.8525      10.7528
     288       3.6575      15.7228
     289       3.9967      17.3524
     290       4.0475      10.2318
     291       3.8272       8.7940
     292       4.2892       5.6321
     293       3.7771       4.6531
     294       4.0093      14.1226
     295       4.1843      15.0001
     296       4.3542      13.1384
     297       4.0422       9.8151
     298       4.0704      10.7057
     299       4.1470       3.9938
     300       4.3069       9.6530
     301       4.0224      16.5332
     302       4.1355      15.2830
     303       3.6713      10.9143
     304       4.0937      19.9527
     305       3.9669       4.5944
     306       4.0697       5.1888
     307       3.8945      14.9284
     308       4.0129       9.1194
     309       4.0326      14.1851
     310       3.9565      10.7794
     311       3.9546       6.5618
     312       4.1726       3.7074
     313       4.1026       6.5095
     314       3.7807       9.3995
     315       4.0646       4.4246
     316       4.0632      23.4597
     317       4.1820       9.4728
     318       4.9641       6.3913
     319       4.3168       7.5000
     320       4.2478      21.7283
     321       4.1750      12.1077
     322       4.2071      14.7029
     323       4.3993       1.9989
     324       3.9977       9.5234
     325       4.3451       6.0601
     326       3.8118      17.0193
     327       4.0971       4.7144
     328       3.8851      17.8407
     329       4.2343       8.5968
     330       3.7343      14.5791
     331       4.1690       4.3082
     332       4.1134      13.5799
     333       3.9211      15.5968
     334       3.8290      15.2150
     335       4.3161       6.5650
     336       4.0214       5.6668
     337       4.3217      10.6645
     338       4.0899      26.7785
     339       4.0314       7.3071
     340       3.7520      17.8863
     341       3.7661      10.0433
     342       4.3610      22.8080
     343       4.1211      13.9988
     344       3.6414       4.3963
     345       3.8603       7.0161
     346       4.2030      15.3269
     347       3.7227      15.8027
     348       4.3110       7.9435
     349       4.6635      11.6976
     350       3.6707      25.0632
     351       4.0551       1.4625
     352       4.0728      14.0586
     353       4.4143       6.7368
     354       4.1579      13.8666
     355       4.2822      11.6240
     356       3.9248      16.8019
     357       3.9322      13.0787
     358       3.9674       3.8108
     359       4.3814      12.2594
     360       4.0493       7.4095
     361       3.8157       7.3500
     362       3.9807      12.4574
     363       3.8468      14.0827
     364       3.8812       3.6765
     365       4.1318      11.4750
     366       3.9334       8.8331
     367       3.8638      15.2772
     368       4.5418      37.8693
     369       3.7984       7.7230
     370       3.8934      10.9749
     371       4.0974      19.3326
     372       4.0123       4.7078
     373       4.3424      28.5593
     374       4.1097      16.8793
     375       3.7527       8.3016
     376       4.0593       9.7335
     377       4.2437       6.9696
     378       3.7673      10.6817
     379       3.5216      14.3341
     380       3.8234       9.6367
     381       4.0044       6.6923
     382       3.7742       1.5915
     383       3.8614      18.2428
     384       4.2432      11.3409
     385       3.7588      13.8651
     386       3.9458      22.2385
     387       3.6629       7.8432
     388       4.0806      15.4697
     389       4.0156      10.7205
     390       4.1709      19.6293
     391       4.5117      16.0356
     392       4.4761      23.3718
     393       3.8030       5.2671
     394       4.0197      16.0264
     395       4.3811      14.4096
     396       4.1015      12.6866
     397       3.6174       1.4485
     398       4.1284       9.4268
     399       3.9693      12.3268
     400       3.6375      10.5403
     401       4.2413       4.5106
     402       4.2430      14.2316
     403       4.0953      11.5324
     404       4.1106      11.0087
     405       4.0946      17.4129
     406       4.1334       5.5651
     407       3.8789       7.3099
     408       3.8114       6.3718
     409       4.0234       7.3478
     410       3.8296      15.0976
     411       4.1307      14.6409
     412       4.0523      16.2683
     413       4.1220      10.0044
     414       4.3694      12.8565
     415       3.9518       9.6181
     416       4.0082      10.2373
     417       4.1137      11.6222
     418       4.2536       6.7590
     419       3.9208      16.9562
     420       3.9980       8.8474
     421       4.2174      16.0208
     422       4.2023       4.9984
     423       4.0842       7.8011
     424       3.9103       6.3153
     425       4.3270      21.5373
     426       3.9892      15.3974
     427       4.1890       2.8683
     428       3.9614       1.3252
     429       4.2456       4.6460
     430       4.0923      18.3671
     431       4.1183      13.6769
     432       3.8387       8.2158
     433       4.1944       8.7308
     434       3.9976       7.3495
     435       4.6116      28.1763
     436       4.3952      22.7940
     437       4.2486       7.9622
     438       4.1514       4.8301
     439       4.4762       3.5530
     440       4.1898      14.0661
     441       4.2173      15.4489
     442       3.9887       0.6178
     443       4.6116      10.0656
     444       3.9072      10.3997
     445       4.0974       9.0419
     446       4.3772       8.7843
     447       4.0649       7.2390
     448       4.3358      14.7986
     449       3.9958      10.7783
     450       4.4258       5.3727
     451       4.4558      15.2424
     452       4.2956       3.7741
     453       4.1818       9.0738
     454       4.1422      19.1590
     455       4.2774      22.2714
     456       4.0346       7.0859
     457       4.0711       1.6100
     458       4.2938      36.6705
     459       4.2481      16.5028
     460       4.1125      16.4722
     461       4.1194      10.6632
     462       3.9228      16.2477
     463       3.8251      14.3871
     464       3.8485      10.4509
     465       4.2047       4.3169
     466       4.1081      10.1637
     467       3.7848      16.3443
     468       4.1792       6.9452
     469       3.9817       1.0514
     470       4.1429      14.0716
     471       4.6671      10.9807
     472       3.9963      13.5086
     473       4.1917      13.6623
     474       4.0602      13.2233
     475       4.2536      13.1649
     476       4.4046       7.6185
     477       3.9872       4.5187
     478       4.6361      23.6106
     479       4.3886      12.2475
     480       3.9692       8.0974
     481       4.5493       7.4664
     482       4.6879      20.5018
     483       4.4132      25.9882
     484       4.6103       7.0032
     485       4.4084      13.4728
     486       5.1032      18.5117
     487       3.8761       9.8928
     488       4.3787      15.6575
     489       3.9767       9.0956
     490       4.3214      11.8515
     491       4.4174       6.8057
     492       4.4540       4.0947
     493       4.2941      18.3284
     494       4.2897      11.0205
     495       3.8681      21.2871
     496       3.8951       4.9897
     497       3.8542      14.5002
     498       3.7496      11.1719
     499       4.2190      13.1878
     500       4.0172      14.5653
     501       4.0066       9.7562
     502       4.0224       8.6606
     503       3.8080       3.4820
     504       3.9746      15.3702
     505       4.0981      19.2911
     506       4.4526       9.7533
     507       4.0803      23.4159
     508       4.3995      14.8710
     509       4.2227      16.8473
     510       4.4600      21.0597
     511       4.4457      12.1542
     512       4.1500      14.5888
     513       4.1367       1.0390
     514       3.5386       6.4172
     515       4.3164      13.1414
     516       4.2084      13.0936
     517       4.5136      14.5236
     518       4.3741       9.2086
     519       4.1332      17.6781
     520       4.4775       1.9058
     521       4.1935       9.1071
     522       4.4093      20.4118
     523       4.6744      14.4343
     524       4.3527       1.2032
     525       4.5771      15.8659
     526       4.3813       7.9267
     527       4.3525      20.5080
     528       4.1532      33.1720
     529       4.5729       5.4056
     530       4.0850      26.8950
     531       4.1233      16.0244
     532       4.2516      13.4278
     533       4.1530      18.1812
     534       4.0121       9.4233
     535       4.0819       7.4878
     536       4.2416      13.4976
     537       4.1224      10.1330
     538       3.8987      38.4972
     539       4.1780      40.7968
     540       4.6043      27.1489
     541       4.3931      33.7006
     542       3.7204      11.9773
     543       4.0217      22.7481
     544       3.8484       6.8422
     545       4.0731      11.2749
     546       4.1898      20.0344
     547       3.7921      14.8230
     548       3.7957       0.8086
     549       3.8316      14.4702
     550       4.1189      22.0441
     551       4.1532      18.0604
     552       4.3848      11.3866
     553       3.7548       5.0102
     554       4.3192       5.9962
     555       3.7996      14.8621
     556       3.7165      12.2241
     557       3.7794       3.1374
     558       3.9237      10.3014
     559       3.9691      10.0085
     560       4.1349       3.7645
     561       3.8905      10.9179
     562       3.8749       6.4461
     563       3.7239      10.3508
     564       4.2516       3.8757
     565       4.0475      14.8151
     566       3.9836      16.7489
     567       3.8620      10.9408
     568       3.7185       3.6476
     569       4.1203      17.0831
     570       3.8732       1.5723
     571       3.8809       3.3187
     572       3.8962       6.0796
     573       3.8428      21.2070
     574       4.3026      52.7996
     575       3.8937       3.8594
     576       4.1938       8.4596
     577       4.3690      10.5460
     578       4.4270      27.8986
     579       4.1544      18.3330
     580       3.6898      19.6226
     581       4.0640      14.2535
     582       4.6766      28.4342
     583       4.4567      36.6536
     584       4.8490      40.8331
     585       4.7201      43.3201
     586       4.0000       5.4161
     587       4.9008      27.1706
     588       4.2465      23.7782
     589       4.4992       4.8727
     590       4.0374      23.8543
     591       4.2475      13.3574
     592       4.3582      16.8969
     593       3.9591       9.4134
     594       3.9442      19.3533
     595       4.0588      31.2865
     596       4.1555       4.1123
     597       4.4587      14.0152
     598       4.3354      12.7400
     599       4.5947      22.2778
     600       4.3438      19.0733
     601       4.8785      32.7684
     602       4.8605      21.5971
     603       4.6211      30.1477
     604       3.7613      11.7125
     605       4.0340      13.8625
     606       4.5141      18.0945
     607       4.1159      12.8382
     608       4.8659      13.2187
     609       4.2305       7.4200
     610       4.1648      19.9887
     611       3.9122       4.4529
     612       3.6825       7.8596
     613       4.0384      19.5493
     614       3.6847      20.7969
     615       3.9115       5.3945
     616       4.0142      20.2773
     617       4.1517      18.8544
     618       4.3120      14.5692
     619       4.0289      26.0190
     620       4.0616      19.3425
     621       3.8427      13.4286
     622       4.1894       5.3182
     623       4.2205      13.7322
     624       4.0740      14.2782
     625       4.1256       5.8287
     626       4.4265      13.0529
     627       3.9327      10.4073
     628       4.2037       4.4379
     629       4.2016      37.0420
     630       4.4085      18.0805
     631       3.9815      17.0298
     632       4.6492      12.6008
     633       3.8280      10.5753
     634       4.3152      22.6210
     635       4.2218      10.8954
     636       3.8670      10.0467
     637       4.2245      11.3260
     638       3.9231      15.5435
     639       4.1237      10.9782
     640       3.9720      14.8013
     641       4.0798      14.9034
     642       3.8045      21.2109
     643       3.5138      13.5301
     644       3.8853      15.2043
     645       4.3737      10.9856
     646       3.8161      20.6310
     647       4.3160      15.9273
     648       4.4438      10.3934
     649       4.7563      33.5616
     650       4.4451      17.4050
     651       4.1662      15.1003
     652       4.4475      11.4723
     653       4.5570      25.1723
     654       4.4692       9.2655
     655       4.1305      28.4183
     656       4.3124      10.7739
     657       4.1814      15.2720
     658       4.0969      10.7095
     659       3.9840      26.6443
     660       4.1930       6.5851
     661       3.9160       3.4996
     662       4.0744       8.9054
     663       3.8459       4.0676
     664       4.0238      18.4489
     665       4.5773       5.7646
     666       4.0784      11.0386
     667       4.5891      11.6493
     668       4.1597      13.5051
     669       4.3321      19.7500
     670       4.2770       9.5583
     671       3.8973      11.9099
     672       4.0240      12.8069
     673       3.6782       9.9217
     674       4.4109       3.3202
     675       3.9371      17.3004
     676       3.9176      13.8518
     677       3.7376       7.4222
     678       4.2512      17.2883
     679       4.5817       9.8483
     680       3.7071      13.5491
     681       4.0638      13.7106
     682       3.9317      16.6728
     683       4.1454      14.1077
     684       3.8764      13.6191
     685       3.9086       7.8315
     686       3.9813       0.4686
     687       4.0876      11.2177
     688       3.9436      14.2121
     689       4.3744       1.9260
     690       4.2855       4.9388
     691       3.9046      12.8461
     692       4.0601      15.9586
     693       4.1734      13.7074
     694       3.9941      11.6342
     695       4.0347      17.4995
     696       3.8461       2.4892
     697       3.7319       8.4943
     698       4.0945       6.2047
     699       3.9898       9.8747
     700       3.9152       7.7548
     701       3.7561      11.1257
     702       3.7567      10.8967
     703       3.9487      15.4567
     704       4.2175       9.4509
     705       4.2024      15.6231
     706       4.2816       6.9799
     707       4.2345      14.5112
     708       4.1277      13.0297
     709       4.2812       9.5748
     710       4.8052      16.3533
     711       4.1556      23.3330
     712       4.3172      14.2612
     713       4.1020      12.2600
     714       4.1310       8.9308
     715       4.0761       4.9750
     716       4.0549      10.7705
     717       3.6968      16.6920
     718       3.9985      11.6561
     719       3.5470      19.1545
     720       4.1224       7.5168
     721       4.2956      17.0263
     722       4.0795      15.7170
     723       4.2464       5.6882
     724       4.0139       9.6955
     725       4.2012      20.9905
     726       3.9073       7.9568
     727       3.8097      13.4211
     728       3.9649      13.9218
     729       4.0741      18.2880
     730       3.9926      24.4518
     731       3.8381      19.8158
     732       3.7306      12.8200
     733       4.2088       5.2142
     734       4.0983      11.4362
     735       3.7628      19.5358
     736       3.7764      20.5727
     737       3.8985      25.6211
     738       4.1507      10.9978
     739       3.8945      10.3333
     740       3.8990      19.5684
     741       3.6385       8.4517
     742       4.3755      35.7154
     743       3.8505       6.7489
     744       4.0683      12.8802
     745       4.0699      15.4428
     746       3.8071      10.2366
     747       4.4132      18.4868
     748       4.5420      19.1409
     749       3.8549      11.9268
     750       3.8539      14.2791
     751       3.9653       2.2390
     752       4.2125      31.4829
     753       3.9961      30.5801
     754       4.1986       1.5863
     755       3.7798       6.2291
     756       3.7619      10.3480
     757       3.9492       1.4923
     758       3.9470      20.2831
     759       4.1303      17.0637
     760       4.5474      27.3532
     761       4.1460       0.7776
     762       3.9439      24.6866
     763       4.5786      28.9178
     764       3.9222      21.0193
     765       4.0090       3.8613
     766       3.6787      13.8708
     767       4.2017      11.4677
     768       3.8774      13.5940
     769       3.6334      13.4033
     770       3.8570      13.9280
     771       3.9897       7.2679
     772       3.8938      11.4302
     773       3.8596      12.0588
     774       3.8477       4.6541
     775       3.9152      18.0486
     776       4.0847      15.8966
     777       3.9402       4.0776
     778       3.7990       7.0054
     779       3.5470      10.5147
     780       3.8330       6.8768
     781       4.1224      15.6885
     782       4.0550      20.1348
     783       3.9992       8.4305
     784       3.9376       8.0370
     785       4.2873      28.7944
     786       4.1058      17.2148
     787       4.0453       2.7488
     788       3.8910      13.9989
     789       4.0517      10.8015
     790       4.0491      13.5823
     791       4.2454      19.8600
     792       4.0213      15.8218
     793       3.8882       4.7427
     794       3.6553       5.6547
     795       3.6915       6.7700
     796       3.9990       2.3034
     797       4.1483       9.7537
     798       4.0078      14.9844
     799       3.9904       2.7281
     800       4.2843       4.7503
     801       4.1454      17.6639
     802       3.6745      11.3538
     803       3.8556       2.5515
     804       4.1941       6.1095
     805       4.3592       4.5812
     806       4.4231       5.8273
     807       3.9514       9.8720
     808       4.1832       5.9552
     809       4.0871      14.3512
     810       4.1379       6.3670
     811       4.2937      28.2540
     812       3.9053      11.9419
     813       4.1778       9.8502
     814       3.8903      17.9495
     815       3.9063       9.2998
     816       4.0677       2.8983
     817       4.2647       9.0322
     818       3.8854       3.3886
     819       4.3164      23.1992
     820       4.2086       9.2711
     821       3.9145      21.1502
     822       4.0600       9.1696
     823       4.2025      26.7461
     824       3.9616      22.2839
     825       3.9845      10.1865
     826       3.9127      15.0031
     827       3.9711      14.5402
     828       3.6587       4.1655
     829       4.0118      11.5807
     830       3.9838      16.2316
     831       3.6895      13.2410
     832       3.7901      16.5181
     833       4.0950      17.0612
     834       4.0480      22.5922
     835       4.2950       6.9955
     836       4.0213      11.1765
     837       3.8496      19.2417
     838       3.8642       3.6911
     839       4.6525       2.1082
     840       3.5996       6.3830
     841       3.7266      12.0828
     842       3.9938       9.4644
     843       3.7677      13.9339
     844       3.8465       9.1489
     845       4.1189       9.1649
     846       3.9695      10.1341
     847       3.9556       3.8777
     848       3.6685       7.6497
     849       4.1114      14.5253
     850       3.9798      14.4114
     851       3.9213      10.6836
     852       4.6402      10.0794
     853       3.8869       9.1041
     854       4.3403       3.0343
     855       3.8727       6.7084
     856       3.8454      12.7755
     857       4.2512      12.4369
     858       3.8497      24.3623
     859       4.0929      17.0087
     860       3.5957      10.3251
     861       3.9095       5.9756
     862       3.9824       9.8980
     863       4.1162       9.5828
     864       4.0863       9.6679
     865       4.0035      18.9549
     866       4.7071      16.9921
     867       3.9665      20.1511
     868       4.2086      20.4682
     869       3.8183       6.3334
     870       4.3204       2.5898
     871       4.1536      13.7885
     872       4.3606      16.8024
     873       4.3463      16.1115
     874       3.7974       1.6918
     875       4.2558       7.2840
     876       4.5647      11.8909
     877       4.0066       9.3040
     878       3.5986       4.1776
     879       4.1377      20.8214
     880       4.1512       8.4885
     881       4.0195      18.3887
     882       3.9053      20.6203
     883       4.0011       7.6124
     884       4.0485       6.0880
     885       3.6968      15.9841
     886       3.7361       2.8718
     887       3.9955      10.8238
     888       4.2266      14.2147
     889       4.1971      13.0608
     890       4.1411      19.1175
     891       3.9060       7.7792
     892       3.7442      12.1249
     893       3.7886       7.6237
     894       3.7378       3.7590
     895       3.7189       1.7395
     896       4.7111      13.5288
     897       4.0464       3.7167
     898       4.0019      11.4895
     899       4.0864       3.8186
     900       4.0314       1.8373
     901       4.1774       9.0956
     902       4.1654       2.6112
     903       4.2515      10.5578
     904       4.3971      14.6810
     905       4.5605       7.7313
     906       3.9570      20.5120
     907       3.9091       3.6695
     908       3.9609      16.2027
     909       4.2356       7.6870
     910       4.1722      10.4406
     911       3.6080      15.2628
     912       4.0550      12.1860
     913       4.2628       6.2655
     914       4.1012      14.6772
     915       4.0179      14.6629
     916       3.8373      15.7175
     917       4.1957      11.2308
     918       4.1337      15.9510
     919       4.2471       8.0388
     920       3.8555       5.4185
     921       3.7755      10.4185
     922       4.5010      13.8696
     923       3.8792       6.9663
     924       4.0113       4.9527
     925       3.8650       6.5281
     926       4.0458       6.4618
     927       3.7231       6.2063
     928       3.6863       8.4499
     929       4.3376      43.5153
     930       4.0963      21.4362
     931       4.7456      36.1797
     932       4.2602      20.2633
     933       4.0150      14.2767
     934       4.6053      32.0882
     935       3.9305      20.0723
     936       4.0845      23.8341
     937       3.9592       9.4111
     938       4.2566      39.8757
     939       3.9787       8.5819
     940       3.8146       5.3181
     941       3.9728       3.5462
     942       4.7720      29.1850
     943       4.1617       6.2613
     944       4.3490      35.3765
     945       4.3983      31.5092
     946       4.0885      22.3503
     947       4.8266      35.3605
     948       4.7507      41.4094
     949       4.8226      37.7435
     950       4.4175      55.0394
     951       3.9875      11.0742
     952       4.4530      38.3363
     953       4.5405      14.8540
     954       3.9269      24.2627
     955       4.3499       4.3663
     956       4.1413      42.6885
     957       3.8782      18.3082
     958       4.3670       7.1451
     959       4.0884       5.3397
     960       4.2676       9.8541
     961       4.0999       1.5805
     962       3.9997      11.0870
     963       3.9539       8.4775
     964       4.3892      16.5576
     965       3.9149       5.1678
     966       3.8646      12.2451
     967       3.5142      16.6029
     968       3.9712       2.2254
     969       4.3574       7.8626
     970       4.1527      19.6189
     971       4.7748       3.3159
     972       4.1989      38.9944
     973       4.5982      20.3931
     974       4.3065      12.4475
     975       3.8621      19.4971
     976       4.3671      11.6786
     977       3.9265      18.2734
     978       3.9008       3.7690
     979       4.7574      42.8493
     980       4.0322       6.0694
     981       3.8524      20.2010
     982       4.1523      15.3476
     983       4.7701      37.5735
     984       3.7666      19.3377
     985       3.8604      13.3950
     986       3.9250      17.3271
     987       4.8151      55.1127
     988       4.8196      41.9478
     989       4.7572      38.1035
     990       3.9153       8.9585
     991       4.0073       8.7370
     992       4.5267      31.0601
     993       4.5621      35.9530
     994       4.8481      50.1905
     995       3.8407      23.9306
     996       4.5055      42.8163
     997       3.6797       8.5097
     998       3.8878       6.2598
     999       4.4204      41.7719
    1000       4.0175      34.5981
    1001       4.0528      10.0096
    1002       4.0651      12.3962
    1003       4.0812       3.1247
    1004       3.7777       7.6610
    1005       3.9466      13.5369
    1006       4.0450      36.0823
    1007       4.3108      39.8478
    1008       4.2898      32.2134
    1009       4.4786      45.5141
    1010       4.0972      10.0558
    1011       4.6822      43.7354
    1012       3.9835      15.7491
    1013       3.7865      20.5701
    1014       3.6384      10.3071
    1015       4.4965      27.1605
    1016       4.2258      12.8478
    1017       4.2274      16.1646
    1018       4.2627      14.1901
    1019       3.7191      13.9347
    1020       3.8507      21.5900
    1021       4.3435      14.0962
    1022       4.4657       9.3021
    1023       4.1700       5.7572
    1024       3.9637      15.7469
    1025       4.0088      16.9369
    1026       3.7870      20.5551
    1027       4.1590      10.7586
    1028       3.9116      10.7006
    1029       4.0972      18.6290
    1030       3.9741      14.3163
    1031       4.0002       9.0823
    1032       4.0124       5.6171
    1033       4.1255       6.2204
    1034       4.1521      11.0108
    1035       4.2552       5.3076
    1036       3.7566      25.9838
    1037       4.0851      42.1441
    1038       4.6870       8.5646
    1039       4.0223       5.1668
    1040       4.6865      24.1301
    1041       4.4679       5.5201
    1042       4.6631       7.6127
    1043       4.8083      10.8351
    1044       3.9778      12.0505
    1045       4.4693      46.5222
    1046       4.2592      46.9539
    1047       4.2053       5.6272
    1048       4.1018       7.6968
    1049       4.3921      12.5799
    1050       4.4035       8.0677
    1051       4.1860       5.4312
    1052       4.2234       8.2293
    1053       4.0781      13.6172
    1054       4.3128      16.6314
    1055       4.0167       3.6916
    1056       4.0328      17.4468
    1057       3.8422      10.0116
    1058       4.7336      19.1127
    1059       3.9712      10.2548
    1060       3.7118      18.7744
    1061       3.9405      12.6011
    1062       4.5326      16.0064
    1063       4.0218       2.1195
    1064       4.4508      14.2616
    1065       4.6278      29.6844
    1066       4.4142       6.5723
    1067       3.7338       7.1941
    1068       4.3352      10.1885
    1069       4.1547      16.6889
