#Frame           COM2       ANGLE2
     161       4.0297     168.7539
     162       4.0630      15.8425
     163       4.0212      13.8435
     164       4.5282      12.9821
     165       4.4984       4.6047
     166       4.3129      15.7913
     167       3.9980     164.4082
     168       3.9817      13.8394
     169       3.9535      10.5683
     170       3.8128     164.8424
     171       4.4332       4.2346
     172       4.2415       2.7892
     173       4.3084      20.0567
     174       3.7439     157.6499
     175       4.2983       0.3070
     176       3.5373      12.7421
     177       3.7897      13.7624
     178       4.1755     165.4857
     179       4.1054     169.9020
     180       3.9119     163.2253
     181       3.6437       6.4311
     182       4.0564       6.3712
     183       3.8941      17.4147
     184       4.0156       8.9193
     185       3.8586     171.1195
     186       4.0398       8.9902
     187       3.6531      14.0885
     188       3.7594     175.4972
     189       3.9744       7.1912
     190       3.9773      16.3661
     191       4.4629     170.3231
     192       3.9254       1.4585
     193       4.1159      13.2419
     194       3.9253     165.4953
     195       3.6059       8.1105
     196       3.7989     167.6476
     197       3.9378     170.1195
     198       3.9322       8.0128
     199       3.9102      11.2715
     200       4.3900     162.7030
     201       3.8186       1.2959
     202       4.3204     166.4586
     203       4.2561       4.0465
     204       4.5249       5.9891
     205       4.0486      12.2670
     206       4.1934       8.7753
     207       4.7641       3.0678
     208       3.6071      10.0655
     209       3.7775     167.9124
     210       4.0124       7.4406
     211       3.8522       6.0630
     212       3.6712       3.1757
     213       4.5959      14.3553
     214       3.8653       5.2260
     215       4.4579       9.5089
     216       4.3295      12.1093
     217       4.3591       5.8883
     218       3.9980      18.9643
     219       4.6106       2.5332
     220       4.0393     163.6324
     221       4.2952      16.6236
     222       4.3973      24.2355
     223       3.9523      14.2273
     224       3.7697       4.7351
     225       3.9489       9.9865
     226       3.8090     166.3035
     227       3.8718       6.7402
     228       4.5192      16.1326
     229       4.6586       7.0050
     230       4.6513       7.9841
     231       4.1346       8.0332
     232       4.0923       8.7144
     233       4.1613     162.2001
     234       4.1108       7.0230
     235       4.0347       3.6082
     236       4.6086     157.5008
     237       4.1091     166.4826
     238       4.0403      10.0904
     239       4.1704      16.8431
     240       3.9959     170.8616
     241       3.8218     165.1265
     242       3.9016       6.5979
     243       4.1723     161.0483
     244       4.0688      15.0511
     245       3.9804     161.7648
     246       4.1360      11.7010
     247       3.7786       4.5107
     248       4.4177       9.1227
     249       4.1618     161.1308
     250       4.1420     161.2155
     251       4.4656     163.7237
     252       3.9654     168.7534
     253       3.7823      11.0687
     254       4.0814     149.8793
     255       4.3093       7.3383
     256       4.4991       6.3858
     257       4.1352       3.0235
     258       4.4930       8.9317
     259       3.8800      17.0184
     260       4.0161       9.6124
     261       4.2389       4.8943
     262       3.9974      11.0765
     263       4.3676     165.2839
     264       4.1414       6.5367
     265       4.2510     170.0615
     266       4.1291     161.2933
     267       3.9406     169.2815
     268       3.9725      10.3740
     269       4.0517     155.2949
     270       3.7183       9.9501
     271       4.2163     162.7921
     272       4.0478       6.5597
     273       4.5834     164.2499
     274       4.1686      13.5352
     275       3.9775     155.0387
     276       3.8986       6.0659
     277       3.9920       3.9635
     278       4.0845     170.9089
     279       4.1976      16.4527
     280       4.3608      11.9211
     281       4.0020     147.1706
     282       4.2229      12.5137
     283       4.1032      22.5012
     284       4.2818       5.4195
     285       4.2735      12.1158
     286       4.1532     168.2930
     287       4.3236       9.3285
     288       3.8554      13.4183
     289       3.6871       6.0733
     290       3.8780      10.3817
     291       4.1770       8.6062
     292       4.3976      14.5335
     293       3.9715      20.3600
     294       3.9062       6.9542
     295       3.8461      17.4805
     296       4.3214       7.9835
     297       4.3711      14.7203
     298       4.0616       7.0485
     299       3.7389      15.3410
     300       4.3225       8.8258
     301       4.1205      20.5194
     302       4.0739      16.4063
     303       4.3347       9.2529
     304       4.1117     159.7354
     305       4.2345      20.7128
     306       4.4016      29.5931
     307       4.2090       2.2451
     308       4.2760       9.1877
     309       4.3271      13.1362
     310       4.4822       4.5330
     311       4.0591       9.7389
     312       4.0698       8.9493
     313       3.6125     172.7486
     314       4.0937     169.1303
     315       3.7513     172.9292
     316       3.9167       6.3140
     317       4.0033      15.6012
     318       4.3175     160.9121
     319       3.8091       9.0823
     320       4.0497     161.2738
     321       4.5221       2.1100
     322       4.0452      10.5488
     323       4.1091     155.5829
     324       3.9754       5.7157
     325       4.0581     168.4421
     326       4.3076     168.8644
     327       3.6543      10.0787
     328       3.9273     169.0327
     329       4.0727     154.0584
     330       3.4691       9.4070
     331       3.6822     169.9567
     332       4.3285      11.4262
     333       4.4268       8.0607
     334       3.7662     161.6017
     335       4.1206     157.7877
     336       4.0360      12.1243
     337       4.4007       6.0555
     338       4.0776     175.6426
     339       3.9496       2.9958
     340       3.8404      11.9359
     341       3.5970     155.5336
     342       3.9653      13.1746
     343       3.8993      20.7793
     344       3.7925     171.4780
     345       4.3737     153.5823
     346       3.8791     158.0482
     347       3.9459      14.0492
     348       4.0724       4.5047
     349       3.9780     161.3746
     350       4.2906       8.3141
     351       3.9387     170.8049
     352       3.7517     170.3801
     353       3.9639       7.2478
     354       3.9369     171.2693
     355       4.1392      17.2084
     356       4.0651       7.6939
     357       4.1921     164.3200
     358       3.9924     167.1135
     359       4.0340      14.0259
     360       4.2103     155.9793
     361       4.3523      21.5075
     362       3.9483      22.9479
     363       3.9763     164.8474
     364       3.9893      15.3508
     365       3.9601       7.1558
     366       4.2376      10.8977
     367       4.0504      10.2910
     368       4.2525      15.1080
     369       3.9085      19.4395
     370       4.2705     169.8405
     371       4.0562       6.6052
     372       4.0812     164.9875
     373       4.5225       3.3443
     374       3.8717     164.7775
     375       4.0978     160.0320
     376       4.3059       0.7412
     377       3.9473       9.5627
     378       4.2105     162.1828
     379       4.2969       7.4005
     380       3.9940     160.9249
     381       4.1298     163.3904
     382       4.1787       4.6471
     383       3.7198     163.0532
     384       3.9684       0.6292
     385       4.2624       5.9062
     386       4.1342     163.4083
     387       3.8819     165.5259
     388       4.1095      15.1182
     389       4.1345       9.3276
     390       3.9251       3.6382
     391       4.1951       7.8875
     392       3.9101      18.9291
     393       3.8736     151.4880
     394       3.7686     161.9589
     395       3.8919      21.4289
     396       4.3046       5.7221
     397       4.0047      10.3912
     398       4.0624      10.8495
     399       3.8469      20.1978
     400       4.4278      23.3116
     401       3.9923      13.8202
     402       4.3438     170.9048
     403       3.7683       6.7136
     404       4.0999     163.3967
     405       3.8443      26.0196
     406       4.0854       2.9245
     407       3.7601     165.7445
     408       3.8791       6.8082
     409       3.8055       4.0779
     410       4.0987     160.5039
     411       3.8055     174.6759
     412       3.9229     163.7305
     413       4.2267     139.3505
     414       4.2316     164.2387
     415       3.8955     177.6383
     416       3.6929       5.9349
     417       4.1767     156.5361
     418       3.8730     161.2839
     419       3.7591     174.3243
     420       4.0061       9.6337
     421       4.3626     158.2992
     422       3.7848     172.5865
     423       3.9654      11.3790
     424       3.8116       7.4065
     425       4.1345       9.9965
     426       4.0022       8.4708
     427       3.9487      19.9347
     428       4.3051       7.5771
     429       4.2008       2.5891
     430       4.2507     160.2138
     431       4.2545      23.8750
     432       4.0586      10.2259
     433       4.3712     161.0145
     434       4.0814      24.9761
     435       3.9904       2.8481
     436       3.6081      12.0982
     437       4.2355       0.9842
     438       4.2680       1.3403
     439       3.9983      13.3939
     440       4.1257       7.4261
     441       4.1451      14.5391
     442       4.1552      13.8815
     443       3.9757     157.8264
     444       4.4968     164.4999
     445       4.2457      20.5487
     446       4.4737      12.7069
     447       4.4887      37.1962
     448       4.2730       9.7091
     449       4.4632      29.6181
     450       4.0051      15.0603
     451       4.3300       2.0649
     452       4.0493       3.1746
     453       4.8138      10.6547
     454       3.9744     156.6914
     455       4.1200      12.9072
     456       3.9040      14.5863
     457       4.4259       3.2634
     458       4.3387      22.1801
     459       3.6078     168.8491
     460       4.4673       7.8950
     461       4.0099       5.0734
     462       4.5086     156.0339
     463       3.4668     168.2399
     464       4.1112     152.0856
     465       3.7346      14.0724
     466       3.9501      16.5507
     467       3.8889      16.6063
     468       4.1521       6.0220
     469       4.2275     147.3987
     470       4.0094     166.1807
     471       4.3722     156.3681
     472       4.4633      16.1371
     473       4.1505      13.9935
     474       4.1350      10.9191
     475       4.2891     160.8219
     476       3.8042     168.6308
     477       4.1989     171.5320
     478       3.8627      13.2677
     479       3.7010     167.4562
     480       4.3295     172.1522
     481       3.7784      12.4030
     482       3.5470     167.6752
     483       3.9911      12.7995
     484       4.0426     171.9694
     485       3.5961      14.5875
     486       3.6855     164.8253
     487       4.4537      10.9892
     488       3.6796       8.6080
     489       4.2457       8.8770
     490       3.9715      15.2690
     491       4.2771      17.9248
     492       4.0996      12.6513
     493       3.9409      12.1821
     494       3.7729       7.9302
     495       4.0165       6.0598
     496       3.6358       8.8084
     497       3.7830      11.9673
     498       3.8536       3.0361
     499       3.8472     156.0428
     500       3.5352      11.1459
     501       3.4815       9.3764
     502       3.8062     171.5331
     503       3.7292     160.0225
     504       3.9060     171.6064
     505       3.9361      16.6763
     506       3.9614       8.5041
     507       3.9462     162.0447
     508       4.3204      16.3815
     509       4.2147       7.5932
     510       4.3178       1.4126
     511       4.4185       8.6514
     512       3.8879     171.2293
     513       4.1279     157.1942
     514       3.8827      14.2995
     515       4.4184     145.6571
     516       3.5594      10.5948
     517       3.9972     171.6829
     518       4.0167      15.5432
     519       4.1292     170.8460
     520       4.2066       7.4302
     521       4.2268     168.2312
     522       4.0889       8.0435
     523       4.0919     159.6995
     524       3.9586       2.5697
     525       4.0041       7.8102
     526       3.8926       1.3037
     527       3.9335       8.9809
     528       3.9875      14.3814
     529       4.4798      12.2295
     530       4.1770     170.1915
     531       4.1314     165.2899
     532       4.0754     160.3319
     533       4.1089       3.4225
     534       4.0902     147.4570
     535       3.7590      13.3983
     536       3.7747      14.7804
     537       4.2096      20.7062
     538       4.2938       7.8490
     539       4.1971     163.1323
     540       4.1228     158.7802
     541       4.4508     146.9936
     542       3.7992       5.0841
     543       4.2344     152.8203
     544       4.1382     157.5787
     545       3.8455      16.0848
     546       4.0560     156.5937
     547       3.9048     163.5255
     548       3.9491      10.1729
     549       4.7411     155.3456
     550       4.0268       6.2433
     551       4.0323      11.0098
     552       4.0908       6.9380
     553       3.8752       5.1337
     554       4.6125      12.5806
     555       4.1596     165.5432
     556       4.2056     153.0798
     557       3.9640     156.8207
     558       4.1557     158.7387
     559       4.0489     156.1012
     560       4.0618     158.7295
     561       4.2854       4.0163
     562       4.1823     158.2594
     563       3.8083     158.0501
     564       3.6625       2.9000
     565       4.1050       4.5469
     566       3.8902       6.9357
     567       4.1754     162.5543
     568       3.7132     164.7680
     569       3.8291     155.2875
     570       3.7125      13.8646
     571       4.0168     151.3143
     572       3.7148     161.0262
     573       3.8409     166.9793
     574       4.0189     173.3905
     575       3.5853     170.4282
     576       4.0049     162.2379
     577       3.8287       9.2304
     578       4.0199      24.4653
     579       3.8054     161.1926
     580       3.5619      15.5882
     581       3.5858     164.7724
     582       4.0826     161.9174
     583       3.9301      10.9353
     584       3.8538       6.0108
     585       3.7814       3.1406
     586       3.8295     170.5589
     587       4.0653       2.7008
     588       3.8153     165.9505
     589       3.6295      10.6378
     590       3.7796       9.0627
     591       3.8608     167.6305
     592       3.9832      12.7563
     593       3.8913       6.2212
     594       3.9222      16.8418
     595       4.3550      18.0416
     596       3.8435       7.1815
     597       3.5705     168.5669
     598       3.8965     165.8981
     599       4.0187     170.0639
     600       4.1363      31.4241
     601       3.8561       6.4883
     602       4.0894      12.1378
     603       4.2310     164.8873
     604       3.8810     148.4677
     605       4.0387     164.5046
     606       4.1007       6.1650
     607       4.0349       8.8763
     608       4.2509      18.9997
     609       4.2619      22.8882
     610       3.8769       7.0324
     611       3.5196       3.3436
     612       4.4774       8.3486
     613       3.9430     169.8744
     614       3.7304      12.8848
     615       4.0609      16.0315
     616       3.7389      13.6926
     617       3.7549      21.3719
     618       4.2187      29.3180
     619       4.1655     157.9698
     620       3.8065       7.7805
     621       3.8399     172.1056
     622       4.2228      15.3936
     623       4.2629      26.1212
     624       4.0805       4.9395
     625       3.9869     162.8887
     626       3.7459      19.2372
     627       4.0863      12.4552
     628       4.0247      12.0725
     629       3.9890       3.7194
     630       4.4175     163.0032
     631       3.7849     163.7014
     632       4.4493      28.3542
     633       3.8455     164.6607
     634       3.9324      13.1251
     635       4.3757     165.2684
     636       4.1213     149.1619
     637       4.0455      10.9559
     638       4.3896      11.7832
     639       3.7936      12.2026
     640       4.1396      18.8347
     641       3.9218     165.4673
     642       4.2594     165.0299
     643       3.9191      24.5557
     644       3.8151     156.2344
     645       4.0685       8.3637
     646       3.8044     161.8230
     647       3.8758       3.7904
     648       3.9040     170.7801
     649       3.9936     164.6107
     650       3.9859     164.8087
     651       3.6685     164.0170
     652       4.0195      14.5002
     653       3.7928      19.8761
     654       4.0676       9.5053
     655       3.8838       7.8847
     656       3.8898     165.1246
     657       3.8765     168.4728
     658       3.6961     169.9177
     659       4.2157     159.4970
     660       3.9703     167.0912
     661       3.9121       7.0454
     662       4.0683     162.2193
     663       3.9032      10.0728
     664       3.6231     148.8423
     665       4.0820     145.8455
     666       3.8879     169.6249
     667       4.6728     156.8670
     668       3.9675      21.2488
     669       4.0994     156.7200
     670       4.3861      13.6732
     671       3.6288       4.9077
     672       4.0415     163.9652
     673       3.9400     156.7924
     674       3.9840     155.3413
     675       3.7973      13.0244
     676       4.0982     167.8441
     677       3.6462      11.8642
     678       3.7480     166.4686
     679       3.9330       1.1565
     680       3.8952     165.7715
     681       3.9867     165.1482
     682       4.0175     158.7101
     683       3.9174     169.2605
     684       3.9692     163.1082
     685       4.0642     161.2814
     686       3.7892     163.3473
     687       3.7894       7.1660
     688       4.4332     155.5257
     689       4.1176     169.8121
     690       4.2122       9.4173
     691       4.1614     172.9287
     692       4.1169     163.4450
     693       3.9660       4.2674
     694       3.9224       4.3549
     695       3.8074     165.2634
     696       4.0160     162.4196
     697       3.7538     166.9963
     698       4.0436     165.6140
     699       3.7656      12.5351
     700       3.7108     174.4616
     701       4.2587     167.5223
     702       4.3587     169.0346
     703       3.8628       8.5509
     704       3.8574     162.9004
     705       3.9948     171.7643
     706       3.8285     166.2213
     707       4.0369      18.5996
     708       3.9769     154.9726
     709       3.7928       7.0124
     710       3.9284     169.5914
     711       4.2856       8.7886
     712       3.6751       8.5973
     713       3.9047     162.8496
     714       4.1895       4.2419
     715       3.6416     172.2841
     716       3.5612      12.2160
     717       3.8238     162.6762
     718       3.9702     159.2423
     719       3.9314       5.2100
     720       4.1955       9.4425
     721       4.2007     163.8890
     722       4.3460     166.5889
     723       3.9190     162.2503
     724       4.1211     163.2517
     725       4.3613       8.4794
     726       4.2306     161.6894
     727       4.2009       6.9610
     728       3.7408       4.8967
     729       3.6871     171.4181
     730       3.8372     175.5881
     731       3.8944     162.2506
     732       3.9053      14.1644
     733       3.7785       6.5668
     734       4.0119      11.1124
     735       3.7042       6.3927
     736       3.9688      14.3415
     737       3.7115      16.3669
     738       3.7134       4.2994
     739       3.9231     169.1232
     740       4.1782       3.5958
     741       3.8904      14.7290
     742       3.5453       5.1893
     743       3.6244       8.5054
     744       3.9999      10.5069
     745       3.6111       1.1287
     746       3.5848       5.6062
     747       3.6610     166.4651
     748       3.6966       5.6931
     749       3.7195     164.3013
     750       3.8610     155.9041
     751       4.1957      12.5373
     752       4.0922     166.3012
     753       3.8721     174.0799
     754       4.1667       3.8813
     755       3.9428     166.0406
     756       3.9770     174.9793
     757       4.6714      11.5139
     758       4.0053     170.0559
     759       4.0545     169.9861
     760       4.1136      17.4065
     761       3.8741     164.6821
     762       4.0027     170.0188
     763       4.0023      21.6589
     764       4.0402      17.9832
     765       3.8046       2.7686
     766       4.4120       1.3855
     767       3.6051       8.8401
     768       3.9255       5.3854
     769       3.5829     165.8562
     770       3.8475     161.9327
     771       4.5547       3.4204
     772       3.7697       3.0186
     773       3.9589       1.6350
     774       3.8776      11.8870
     775       3.8473     170.3486
     776       3.6971       5.6973
     777       3.5792     168.9499
     778       3.6887      17.1151
     779       3.6996       5.7743
     780       3.8931      16.9755
     781       4.1186       4.2920
     782       3.9685       3.8890
     783       3.6356      19.6974
     784       3.9625     153.6662
     785       4.0712     160.2142
     786       3.9436      10.6705
     787       3.7387       2.2011
     788       3.6880     167.6895
     789       3.5683       9.8355
     790       3.6292     168.7362
     791       3.8562      12.9264
     792       3.8762      12.9416
     793       4.1736       7.1554
     794       3.9777       8.4778
     795       3.8918      14.5802
     796       4.2285      12.5152
     797       4.0009     169.0871
     798       4.2670      20.0293
     799       3.7142     160.0848
     800       4.1484     171.2246
     801       3.8008      14.7389
     802       3.9729     172.9703
     803       3.9185     172.8605
     804       4.2102     165.8731
     805       3.8049     163.7814
     806       3.8753     169.6464
     807       3.7050       3.3288
     808       4.5303     167.5098
     809       3.9002       7.1686
     810       3.8671     167.2026
     811       3.9085     167.9633
     812       4.0038     166.5099
     813       4.1714       6.4868
     814       3.9261       7.3046
     815       3.6910       7.2840
     816       4.0695      10.9508
     817       4.0609      14.3292
     818       4.0857       8.7924
     819       3.8588       3.5243
     820       4.0257       9.3848
     821       4.2172     170.4161
     822       4.0716     160.1806
     823       3.9757       7.6321
     824       3.8823       0.8123
     825       3.8524     165.3268
     826       3.7425       8.9820
     827       4.7330     165.2322
     828       3.5705       4.4461
     829       4.5739     169.6599
     830       3.8225       4.4003
     831       3.8624      16.4694
     832       3.6218     169.0495
     833       3.9627       2.8899
     834       4.1136       9.5223
     835       4.0088       8.8775
     836       3.6748     170.9986
     837       3.7097     169.8441
     838       4.2640       5.6264
     839       4.6219      19.4511
     840       3.9077       7.2568
     841       3.8109      10.7630
     842       4.1487      15.9054
     843       3.8697     155.0471
     844       3.8370      15.0595
     845       3.7013      18.9022
     846       4.0685     165.1773
     847       3.9791      19.7424
     848       3.7549     166.1103
     849       3.8279     162.3934
     850       3.6906       9.7917
     851       3.9951     167.6328
     852       3.6543     159.4240
     853       4.1222     161.6881
     854       4.0192      26.9467
     855       3.8474      20.5206
     856       3.8243      20.6317
     857       3.7380       1.6470
     858       3.6656     165.8722
     859       4.0925     159.3141
     860       3.7379       9.2909
     861       3.8507     167.5682
     862       3.5199     164.9961
     863       3.7715       0.7152
     864       4.1948     167.4701
     865       3.6561       5.3600
     866       4.3961     169.7333
     867       3.9113       5.3987
     868       4.1712     175.9988
     869       3.8899      30.1867
     870       3.8202     173.8313
     871       4.0914     173.5810
     872       4.1849     170.2063
     873       4.2030     173.0989
     874       4.0794       4.0340
     875       4.2917     170.2544
     876       4.5155       7.9429
     877       3.9615       3.7272
     878       4.0219     178.2446
     879       4.2129       8.1710
     880       3.8848     173.4560
     881       4.1410      15.1023
     882       4.2443     158.5605
     883       4.0927     160.9369
     884       4.1278       8.3272
     885       4.0609      14.9524
     886       3.9809       6.4434
     887       4.2592     162.8753
     888       3.9579     163.7832
     889       3.9442       9.7517
     890       3.7604       7.2889
     891       4.0842       8.1272
     892       3.7940       8.9288
     893       4.2552      10.2794
     894       3.9954     167.1502
     895       4.0160       7.5179
     896       4.5096     153.4964
     897       4.1862       8.9254
     898       4.6556      16.0648
     899       3.8691     173.0262
     900       4.0897     159.2670
     901       4.0783       9.9020
     902       3.8402       6.6857
     903       4.0315       7.0655
     904       3.8050      12.7321
     905       4.0173       4.8823
     906       3.8393       3.7976
     907       4.3852      12.5725
     908       4.1553       1.3895
     909       3.7511     176.0195
     910       4.1162      10.4825
     911       4.0681       3.2009
     912       3.8374     166.4218
     913       3.8693      12.3495
     914       3.9729      11.0815
     915       4.3168     168.3173
     916       4.1542      10.7949
     917       3.8243      11.0187
     918       3.9921     166.9798
     919       3.9855     159.6645
     920       4.0480       8.5545
     921       4.6295      12.6864
     922       4.0568      12.7637
     923       4.1281      14.1365
     924       3.6963       6.3882
     925       4.0500       1.7532
     926       4.2571       7.4460
     927       4.7162     169.4714
     928       4.2791     159.9599
     929       3.9667     158.5679
     930       4.0610       6.5035
     931       3.9697      12.2643
     932       3.9858     161.7321
     933       4.4398     167.2717
     934       4.3001     161.4433
     935       3.5381       7.5187
     936       3.5234       5.8371
     937       4.3338      13.8583
     938       4.6200       6.1931
     939       4.0786     153.0818
     940       4.2765       2.1576
     941       4.1621     170.2603
     942       4.7181     146.6771
     943       4.1540       6.6092
     944       4.6657     160.0845
     945       4.5900     149.9099
     946       3.8281       7.7604
     947       4.2643     166.4668
     948       3.9851     150.7626
     949       4.2587      18.5143
     950       4.5138     157.0852
     951       3.8854      10.4563
     952       4.2040      18.3910
     953       4.0150      10.6464
     954       4.0668       7.6705
     955       4.1218     167.3858
     956       3.9306      14.4342
     957       4.0346     167.0034
     958       3.7913      20.1161
     959       3.9424       4.3899
     960       4.0527       5.5919
     961       4.5206      59.4265
     962       3.7315     173.1523
     963       3.9011      10.4348
     964       3.8086     162.0161
     965       3.7265      14.3883
     966       3.7083      22.8588
     967       4.1011     166.9083
     968       4.0180       5.9803
     969       4.1244       6.9699
     970       3.5223       1.1844
     971       4.7514      63.6826
     972       4.2690     162.7370
     973       4.2596       7.2099
     974       3.9463      24.1597
     975       4.0840     172.7674
     976       4.0422     158.8232
     977       4.2468      13.8687
     978       4.0670      10.9244
     979       4.0054       5.8907
     980       3.7582      11.5896
     981       4.5285     157.7327
     982       4.7228      79.1973
     983       4.2553       5.5499
     984       4.4665     155.0810
     985       4.3817       9.4679
     986       3.5978     167.9327
     987       4.3236     153.1470
     988       3.8978      22.7769
     989       3.8791       9.1783
     990       3.8413     160.2880
     991       4.0940       1.4659
     992       4.2229       7.8567
     993       4.1388     161.0671
     994       4.1448       7.3427
     995       4.0948      13.0711
     996       4.3084       8.4950
     997       3.8167     161.4551
     998       4.2756     171.9754
     999       4.1775      14.1432
    1000       4.1539     157.3726
    1001       4.1414      10.5687
    1002       4.4125       9.7242
    1003       4.0824      14.3669
    1004       4.1816     162.4785
    1005       3.9344       7.6083
    1006       4.5034     154.8134
    1007       4.2775     157.1282
    1008       4.0835       9.1081
    1009       4.3182     165.3390
    1010       4.3019     160.8281
    1011       4.3489      12.9566
    1012       4.0741     157.7261
    1013       4.5093     164.6958
    1014       4.2219      11.9435
    1015       3.9764      10.4211
    1016       4.0019     163.2269
    1017       4.0322       3.7014
    1018       3.6527       7.7385
    1019       3.8736     160.6835
    1020       4.3730     174.3791
    1021       3.9803       6.2552
    1022       3.9779       1.9607
    1023       4.5495     175.2917
    1024       3.9155     162.7313
    1025       4.1365     171.6865
    1026       4.3701       6.9028
    1027       4.4771      12.7395
    1028       4.2136      10.2697
    1029       4.4757      10.4744
    1030       4.2513      18.6972
    1031       4.1408       9.7855
    1032       4.0787       8.5578
    1033       4.0314     169.1364
    1034       4.1557       9.3814
    1035       4.1307     157.2047
    1036       3.8025     157.5973
    1037       4.1599      21.9440
    1038       3.9724       5.1560
    1039       3.9776       9.2467
    1040       3.9447     172.3476
    1041       4.7506     148.6586
    1042       4.4335     176.5337
    1043       4.0021     163.1462
    1044       3.8683     167.7514
    1045       3.9214      25.3655
    1046       4.3852     164.1596
    1047       4.2386     165.9741
    1048       3.8639      16.6547
    1049       4.5061     158.5682
    1050       4.2883     170.8376
    1051       3.9693       1.4525
    1052       3.9026       2.6130
    1053       4.1617       6.7885
    1054       4.5483       2.6895
    1055       3.8484       3.0924
    1056       3.7891      18.0905
    1057       3.8931     168.6276
    1058       4.7921      22.4935
    1059       4.2802       9.2361
    1060       4.4034       9.9150
    1061       4.2645     168.7926
    1062       4.4851     161.6305
    1063       4.1246       5.6032
    1064       4.0591     168.0649
    1065       3.9946       6.8304
    1066       4.0353     170.5262
    1067       4.3814     155.2659
    1068       4.2950     156.8090
    1069       4.4778      13.9212
